sex,geneChange,genename,M28L.wt,P522R.wt,P2KOhet.wt
ALL,downreg,Dnaja2.mRNA2,NA,1,1
ALL,downreg,Naglu.mRNA2,NA,1,1
ALL,downreg,Epha6.mRNA2,NA,1,1
ALL,downreg,Cntf.mRNA2,NA,1,1
ALL,downreg,Slc25a4.mRNA2,NA,1,1
ALL,downreg,Ap3s1.mRNA2,NA,1,1
ALL,downreg,Usp30.mRNA2,NA,1,1
ALL,downreg,Erlec1.mRNA2,NA,1,1
ALL,downreg,Adh5.mRNA2,NA,1,1
ALL,downreg,Npc2.mRNA2,NA,1,1
ALL,downreg,Twistnb.mRNA2,NA,1,1
ALL,downreg,Trim37.mRNA2,NA,1,NA
ALL,downreg,Pla2g16.mRNA2,NA,1,1
ALL,downreg,Gtf2h1.mRNA4,NA,1,1
ALL,downreg,Insr.mRNA2,NA,1,1
ALL,downreg,Apc.mRNA2,NA,1,NA
ALL,downreg,Kcnb1.mRNA2,NA,1,1
ALL,downreg,Ube2n.mRNA2,NA,1,1
ALL,downreg,Gnaq.mRNA2,NA,1,1
ALL,downreg,Efnb3.mRNA4,NA,1,1
ALL,downreg,Gtf2a1.mRNA2,NA,1,1
ALL,downreg,Pde4d.mRNA3,NA,1,NA
ALL,downreg,Eid1.mRNA2,NA,1,1
ALL,downreg,Lsm7.mRNA2,NA,1,1
ALL,downreg,Unc13a.mRNA2,NA,1,1
ALL,downreg,Tlr3.mRNA2,NA,1,NA
ALL,downreg,Brms1l.mRNA2,NA,1,1
ALL,downreg,Gbp2.mRNA2,NA,1,1
ALL,downreg,Hmgb1.mRNA2,NA,1,1
ALL,downreg,Polr2k.mRNA2,NA,1,1
ALL,downreg,Nts.mRNA2,NA,1,1
ALL,downreg,Park7.mRNA3,NA,1,1
ALL,downreg,Prkaa2.mRNA2,NA,1,1
ALL,downreg,Oxr1.mRNA2,NA,1,1
ALL,downreg,Casp3.mRNA2,NA,1,1
ALL,downreg,Mmp16.mRNA2,NA,1,1
ALL,downreg,Serpinb6a.mRNA4,NA,1,1
ALL,downreg,Atxn7.mRNA1,NA,1,NA
ALL,downreg,Neo1.mRNA2,NA,1,1
ALL,downreg,Phf21a.mRNA2,NA,1,1
ALL,downreg,Creb1.mRNA2,NA,1,1
ALL,downreg,Optn.mRNA3,NA,1,NA
ALL,downreg,Adam10.mRNA2,NA,1,1
ALL,downreg,Psmc6.mRNA2,NA,1,1
ALL,downreg,Cds1.mRNA2,NA,1,1
ALL,downreg,Rab1a.mRNA2,NA,1,1
ALL,downreg,Plcl2.mRNA3,NA,1,NA
ALL,downreg,Taf4b.mRNA3,NA,1,1
ALL,downreg,Prnp.mRNA2,NA,1,1
ALL,downreg,Atr.mRNA1,NA,1,1
ALL,downreg,Stmn1.mRNA2,NA,1,1
ALL,downreg,Tmsb4x.mRNA2,NA,1,1
ALL,downreg,Mbp.mRNA2,NA,1,1
ALL,downreg,Cul3.mRNA2,NA,1,1
ALL,downreg,Atcay.mRNA2,NA,1,1
ALL,downreg,Atg12.mRNA2,NA,1,1
ALL,downreg,Psmb9.mRNA2,NA,1,1
ALL,downreg,Gpd1l.mRNA2,NA,1,1
ALL,downreg,Gsk3b.mRNA2,NA,1,1
ALL,downreg,Map2.mRNA1,NA,1,1
ALL,downreg,Nlk.mRNA1,NA,1,1
ALL,downreg,Pik3cb.mRNA2,NA,1,NA
ALL,downreg,Mapk10.mRNA2,NA,1,1
ALL,downreg,P2rx4.mRNA2,NA,1,1
ALL,downreg,Bin1.mRNA2,NA,1,1
ALL,downreg,Shh.mRNA2,NA,1,1
ALL,downreg,Cacna2d1.mRNA2,NA,1,1
ALL,downreg,Parp2.mRNA2,NA,1,1
ALL,downreg,Pros1.mRNA1,NA,1,NA
ALL,downreg,Hdac7.mRNA2,NA,1,1
ALL,downreg,Htr1a.mRNA1,NA,1,1
ALL,downreg,Nova1.mRNA2,NA,1,1
ALL,downreg,Gria4.mRNA2,NA,1,1
ALL,downreg,Dnajb9.mRNA2,NA,1,1
ALL,downreg,Efna5.mRNA1,NA,1,1
ALL,downreg,Adora2a.mRNA2,NA,1,1
ALL,downreg,Apoe.mRNA1,NA,1,1
ALL,downreg,Ranbp9.mRNA2,NA,1,1
ALL,downreg,Ncl.mRNA2,NA,1,NA
ALL,downreg,Dgkb.mRNA2,NA,1,1
ALL,downreg,Orc5.mRNA2,NA,1,1
ALL,downreg,Vegfa.mRNA2,NA,1,1
ALL,downreg,Abca1.mRNA1,NA,1,NA
ALL,downreg,Akt1s1.mRNA3,NA,1,1
ALL,downreg,Orc4.mRNA2,NA,1,1
ALL,downreg,Mef2a.mRNA2,NA,1,1
ALL,downreg,Egfl7.mRNA2,NA,1,1
ALL,downreg,Ngf.mRNA2,NA,1,1
ALL,downreg,Sucla2.mRNA2,NA,1,1
ALL,downreg,Slu7.mRNA1,NA,1,NA
ALL,downreg,Myo5a.mRNA2,NA,1,NA
ALL,downreg,Pls1.mRNA2,NA,1,NA
ALL,downreg,Orc3.mRNA2,NA,1,1
ALL,downreg,Map2k2.mRNA3,NA,1,1
ALL,downreg,Ptprr.mRNA2,NA,1,1
ALL,downreg,Acat1.mRNA2,NA,1,1
ALL,downreg,Cers2.mRNA2,NA,1,1
ALL,downreg,Npy.mRNA2,NA,1,1
ALL,downreg,Tomm20.mRNA2,NA,1,1
ALL,downreg,Fmr1.mRNA2,NA,1,1
ALL,downreg,Ap2b1.mRNA2,NA,1,NA
ALL,downreg,Adcyap1.mRNA1,NA,1,1
ALL,downreg,Gnai2.mRNA2,NA,1,1
ALL,downreg,Emp2.mRNA1,NA,1,1
ALL,downreg,Dlat.mRNA1,NA,1,1
ALL,downreg,Il18.mRNA2,NA,1,1
ALL,downreg,Arsa.mRNA2,NA,1,1
ALL,downreg,Gria1.mRNA2,NA,1,1
ALL,downreg,Bid.mRNA2,NA,1,1
ALL,downreg,Rit2.mRNA3,NA,1,1
ALL,downreg,Gabarapl1.mRNA2,NA,1,1
ALL,downreg,Mal2.mRNA2,NA,1,1
ALL,downreg,Cers4.mRNA1,NA,1,1
ALL,downreg,Acot13.mRNA2,NA,1,1
ALL,downreg,Ran.mRNA2,NA,1,NA
ALL,downreg,Tmem47.mRNA1,NA,1,1
ALL,downreg,Snap91.mRNA1,NA,1,NA
ALL,downreg,Smn1.mRNA2,NA,1,1
ALL,downreg,S100a10.mRNA2,NA,1,1
ALL,downreg,Rorb.mRNA1,NA,1,NA
ALL,downreg,Vim.mRNA1,NA,1,1
ALL,downreg,Keap1.mRNA1,NA,1,NA
ALL,downreg,Calm2.mRNA2,NA,1,1
ALL,downreg,Aldh1a1.mRNA1,NA,1,NA
ALL,downreg,Grik2.mRNA2,NA,1,1
ALL,downreg,Map2k4.mRNA2,NA,1,1
ALL,downreg,Gng3.mRNA2,NA,1,1
ALL,downreg,Mapk8.mRNA2,NA,1,1
ALL,downreg,Acvrl1.mRNA2,NA,1,1
ALL,downreg,Crh.mRNA2,NA,1,1
ALL,downreg,Atp6v1g2.mRNA2,NA,1,1
ALL,downreg,Sf3b2.mRNA1,NA,1,NA
ALL,downreg,Atp5b.mRNA2,NA,1,1
ALL,downreg,Cadm3.mRNA1,NA,1,NA
ALL,downreg,Lag3.mRNA1,NA,1,NA
ALL,downreg,Cxcl12.mRNA2,NA,1,1
ALL,downreg,Camk2b.mRNA1,NA,1,NA
ALL,downreg,Trim26.mRNA2,NA,1,NA
ALL,downreg,Chn1.mRNA2,NA,1,1
ALL,downreg,Stambpl1.mRNA2,NA,1,NA
ALL,downreg,Lclat1.mRNA1,NA,1,NA
ALL,downreg,Ntng1.mRNA1,NA,1,NA
ALL,downreg,Vip.mRNA2,NA,1,1
ALL,downreg,Casp8.mRNA1,NA,1,NA
ALL,downreg,Idh1.mRNA1,NA,1,NA
ALL,downreg,Tardbp.mRNA1,NA,1,1
ALL,downreg,Ring1.mRNA2,NA,1,1
ALL,downreg,Atp6v1g1.mRNA2,NA,1,1
ALL,downreg,Olfml3.mRNA1,NA,1,NA
ALL,downreg,Rnasel.mRNA,NA,1,NA
ALL,downreg,Rab2a.mRNA2,NA,1,1
ALL,downreg,Atp6v1d.mRNA2,NA,1,1
ALL,downreg,Dlg4.mRNA2,NA,1,NA
ALL,downreg,Pak1.mRNA1,NA,1,1
ALL,downreg,Htra2.mRNA2,NA,1,1
ALL,downreg,Lsm2.mRNA3,NA,1,1
ALL,downreg,Casp1.mRNA1,NA,1,NA
ALL,downreg,Icam1.mRNA,NA,1,NA
ALL,downreg,Hdac2.mRNA1,NA,1,1
ALL,downreg,Taz.mRNA2,NA,1,1
ALL,downreg,Ppp3cc.mRNA1,NA,1,1
ALL,downreg,Ina.mRNA1,NA,1,NA
ALL,downreg,Gpr34.mRNA2,NA,1,NA
ALL,downreg,Sox2.mRNA1,NA,1,NA
ALL,downreg,Psmd14.mRNA2,NA,NA,1
ALL,downreg,Pcna.mRNA2,NA,NA,1
ALL,downreg,Ppt1.mRNA2,NA,NA,1
ALL,downreg,Txn1.mRNA2,NA,NA,1
ALL,downreg,Homer1.mRNA2,NA,NA,1
ALL,downreg,Polr2j.mRNA2,NA,NA,1
ALL,downreg,Arl6ip5.mRNA2,NA,NA,1
ALL,downreg,Atg5.mRNA2,NA,NA,1
ALL,downreg,Taf9.mRNA2,NA,NA,1
ALL,downreg,Cdk7.mRNA1,NA,NA,1
ALL,downreg,Cst3.mRNA2,NA,NA,1
ALL,downreg,Lamtor3.mRNA2,NA,NA,1
ALL,downreg,Scoc.mRNA2,NA,NA,1
ALL,downreg,Sgce.mRNA1,NA,NA,1
ALL,downreg,Pdhb.mRNA1,NA,NA,1
ALL,downreg,Map1lc3b.mRNA2,NA,NA,1
ALL,downreg,Gabra4.mRNA2,NA,NA,1
ALL,downreg,Clta.mRNA2,NA,NA,1
ALL,downreg,Gtf2b.mRNA2,NA,NA,1
ALL,downreg,Hsd11b1.mRNA1,NA,NA,1
ALL,downreg,Vdac3.mRNA2,NA,NA,1
ALL,downreg,Fabp5.mRNA2,NA,NA,1
ALL,downreg,Cadps.mRNA2,NA,NA,1
ALL,downreg,Tnfrsf12a.mRNA2,NA,NA,1
ALL,downreg,Prkar1a.mRNA2,NA,NA,1
ALL,downreg,Pde1a.mRNA2,NA,NA,1
ALL,downreg,Sirt5.mRNA2,NA,NA,1
ALL,downreg,Psmd10.mRNA2,NA,NA,1
ALL,downreg,Gal3st1.mRNA1,NA,NA,1
ALL,downreg,Negr1.mRNA2,NA,NA,1
ALL,downreg,Prkag1.mRNA2,NA,NA,1
ALL,downreg,Fgf13.mRNA2,NA,NA,1
ALL,downreg,Bad.mRNA3,NA,NA,1
ALL,downreg,Slc25a17.mRNA2,NA,NA,1
ALL,downreg,Panx1.mRNA2,NA,NA,1
ALL,downreg,Lamp1.mRNA1,NA,NA,1
ALL,downreg,Cdc42.mRNA2,NA,NA,1
ALL,downreg,Cck.mRNA2,NA,NA,1
ALL,downreg,Sri.mRNA2,NA,NA,1
ALL,downreg,Ppp2ca.mRNA2,NA,NA,1
ALL,downreg,Ube2g1.mRNA3,NA,NA,1
ALL,downreg,Lamp2.mRNA1,NA,NA,1
ALL,downreg,Pllp.mRNA2,NA,NA,1
ALL,downreg,Tspan7.mRNA1,NA,NA,1
ALL,downreg,Cxcl16.mRNA1,NA,NA,1
ALL,downreg,Meaf6.mRNA1,NA,NA,1
ALL,downreg,Mad2l1.mRNA,NA,NA,1
ALL,downreg,Psmd6.mRNA2,NA,NA,1
ALL,downreg,Glrb.mRNA3,NA,NA,1
ALL,downreg,Tbpl1.mRNA1,NA,NA,1
ALL,downreg,Kcnq5.mRNA1,NA,NA,1
