sig_id	DER001.A549.96H.TRCN0000001401..666	DER001.A549.96H.TRCN0000196310..666	DER001.A549.96H.TRCN0000297346..666	DER001.A549.96H.TRCN0000195283..666	DER001.A549.96H.TRCN0000350250..666	DER001.A549.96H.TRCN0000005421..666	DER001.A549.96H.TRCN0000195274..666	KDD004.A549.96H.TRCN0000006180..666	DER001.A549.96H.TRCN0000230575..666
pert_id	TRCN0000001401	TRCN0000196310	TRCN0000297346	TRCN0000195283	TRCN0000350250	TRCN0000005421	TRCN0000195274	TRCN0000006180	TRCN0000230575
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	A549	A549	A549	A549	A549	A549	A549	A549	A549
pert_dose	1	1	1	1	1	1	1	1	1
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_A549_96H_X1_B7_DUO52HI53LO:G19|DER001_A549_96H_X2_B7_DUO52HI53LO:G19|DER001_A549_96H_X3_B7_DUO52HI53LO:G19	DER001_A549_96H_X1_B7_DUO52HI53LO:L21|DER001_A549_96H_X2_B7_DUO52HI53LO:L21|DER001_A549_96H_X3_B7_DUO52HI53LO:L21	DER001_A549_96H_X1_B7_DUO52HI53LO:A18|DER001_A549_96H_X2_B7_DUO52HI53LO:A18|DER001_A549_96H_X3_B7_DUO52HI53LO:A18	DER001_A549_96H_X1_B7_DUO52HI53LO:D22|DER001_A549_96H_X2_B7_DUO52HI53LO:D22|DER001_A549_96H_X3_B7_DUO52HI53LO:D22	DER001_A549_96H_X1_B7_DUO52HI53LO:A06|DER001_A549_96H_X2_B7_DUO52HI53LO:A06|DER001_A549_96H_X3_B7_DUO52HI53LO:A06	DER001_A549_96H_X1_B7_DUO52HI53LO:J11|DER001_A549_96H_X2_B7_DUO52HI53LO:J11|DER001_A549_96H_X3_B7_DUO52HI53LO:J11	DER001_A549_96H_X1_B7_DUO52HI53LO:C05|DER001_A549_96H_X2_B7_DUO52HI53LO:C05|DER001_A549_96H_X3_B7_DUO52HI53LO:C05	KDD004_A549_96H_X1_B5_DUO52HI53LO:D01|KDD004_A549_96H_X2_F1B5_DUO52HI53LO:D01|KDD004_A549_96H_X3_B5_DUO52HI53LO:D01	DER001_A549_96H_X1_B7_DUO52HI53LO:B14|DER001_A549_96H_X2_B7_DUO52HI53LO:B14|DER001_A549_96H_X3_B7_DUO52HI53LO:B14
region	CDS	CDS	CDS	CDS	3UTR	CDS	3UTR	CDS	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
6866	-0.001660761	-0.2115784	1.271649	0.7450404	1.201303	0.04564661	0.7189724	-1.858541	0.9748048
64321	-0.1939346	-0.1163876	0.73778	-0.336699	1.496286	-0.3513347	0.836743	-0.1779454	1.006718
54518	-0.3391466	0.8237152	0.9307798	0.4548395	0.9522288	0.3640852	1.771708	-1.459405	-0.1748326
79755	0.3419275	0.17331	0.6617665	1.630937	-0.246073	-0.966902	-0.1879157	-0.6146082	-0.2876942
140460	0.4984404	0.1609317	1.51407	1.268307	0.5905128	-0.06791446	1.252455	-1.772959	0.2907022
4122	-1.063106	0.1041456	0.2589804	0.9675862	1.682813	0.4083005	0.5279884	0.0133007	0.3735396
8778	-0.5686478	0.04085535	1.950912	1.648351	1.121325	-0.7374764	0.4676401	-1.991192	0.3067831
23569	0.6418086	0.5761715	1.02879	0.3457125	0.6362215	-1.780822	-0.8716565	-0.7776584	0.628867
55083	0.9613798	0.4127982	0.9033543	0.9236405	0.8199308	0.02468392	0.7467895	-0.3734211	0.8483172
55282	-0.5628241	0.2066642	1.569489	1.891194	0.7011192	-0.1003562	0.1140295	-0.9529747	1.107902
55510	0.5615923	0.3705657	0.4768726	1.160148	-0.07922062	0.1862236	0.2361654	-0.2486859	-0.6528224
53829	0.5727141	-1.075428	-0.7569404	0.3600825	0.389261	-1.242005	-0.3290073	0.05213791	0.1151607
79825	0.1604929	-0.2666806	1.976233	1.160222	1.614906	0.4063597	0.8797852	-1.678524	1.110943
79834	-0.9380051	0.4493507	1.072148	2.904226	1.096405	-0.6527977	-0.1038716	-1.87581	-0.638724
79836	-0.3061493	-0.862553	1.090996	0.8004491	0.9933655	-0.05897502	0.8258998	-1.752615	0.7959903
56605	1.23102	0.4181567	1.674072	1.021295	1.015287	-0.1962416	1.066553	-1.291529	0.4746378
79852	-0.3642339	0.4028163	0.7438858	0.7494963	0.06634538	-0.3782364	-0.6158761	-1.027719	-1.125899
51334	0.01981176	0.01182541	0.4270843	1.036345	0.6423956	0.0005300939	0.9206028	-0.0911717	-0.1733782
63929	0.03234833	-0.3299456	0.6430204	-0.6703629	1.399345	-0.02558582	-0.585981	0.08867988	1.172613
79905	0.3038375	-0.405788	1.059794	1.449718	1.466105	0.03038275	1.073431	-1.521543	1.518447
55713	0.7485864	-0.2147262	0.871103	0.7911663	1.166601	0.09107974	0.6455926	-0.7584624	-0.1823991
55911	0.1796533	0.1612363	0.6533755	-0.2393026	0.8811231	0.2767619	0.4029042	-1.324016	1.151708
57716	-0.7526064	-0.1819253	1.635407	1.311509	1.432166	-0.3196676	0.3955664	-0.3169576	0.7884815
10716	0.158446	-0.3826439	1.276837	1.394335	1.308509	-0.1645854	0.6552736	-1.888096	0.5228422
22802	1.129018	0.4834823	0.5872517	0.6991511	-0.5882556	0.5855431	0.39726	-1.577676	1.28362
93	0.7112112	-0.4067376	0.8217127	0.1102869	1.409392	-0.008446936	-0.009026676	-0.2820941	1.151
56957	0.6903485	-0.07255101	1.269031	1.663797	1.282727	0.1464756	0.9142844	-1.335997	1.091644
79974	-0.6835444	-0.8521869	-0.07156816	1.656667	1.267195	-0.4590184	0.5445602	-1.555314	0.3898973
55716	0.9443867	0.4466782	1.610412	2.004416	0.7048255	0.2668777	0.9890249	-0.9479694	0.5335555
55906	0.001900554	0.2382646	2.046837	0.2599284	0.1789049	-0.6129113	-0.5380653	-0.9625225	0.8551352
59269	0.3734702	0.2861129	1.999263	2.302774	0.03713347	-0.2605802	0.4863701	-1.055196	-0.08018762
4241	-0.6597173	0.4497477	1.428948	1.48873	1.276184	-0.5552602	0.5088305	-1.463532	0.9840066
63974	0.2184817	-0.1007165	1.643027	1.236988	1.563242	0.3270322	0.63214	-1.855984	0.4391558
10913	1.022874	-0.6383953	0.2614336	1.032063	0.1605586	0.143826	-0.6215414	-0.7780433	1.138961
80380	0.4009715	0.5288157	0.8777743	0.3457552	0.4197818	-0.07554209	0.2085353	-1.754257	0.622904
11092	0.57985	-0.4327582	1.891792	0.05177587	-1.564792	-0.2725086	1.203827	0.164694	0.5095775
10942	0.1522887	-0.2167654	1.561746	1.128673	0.7514818	-0.877373	0.6935602	-1.000436	1.01623
9573	0.7857974	0.1011804	0.6687123	-0.3891023	0.5196683	0.3977147	-0.7194618	-1.730743	0.6135724
51561	0.7286383	0.08467154	1.229836	0.8778244	0.1670465	0.8889585	0.2309288	-0.08293357	1.069255
57336	0.1523468	0.02523577	0.8582255	1.356364	1.0394	0.5420565	1.020232	-0.8013969	0.7077074
58985	1.317285	0.8515342	2.054107	0.5789844	0.1957152	-0.1536517	0.3749206	-0.7763364	1.395656
79018	-0.3696021	0.0009370968	1.659081	1.19831	1.485672	0.1281867	1.15046	-1.42137	1.157972
26228	-0.1617524	-0.4119111	0.4317789	-0.09609769	0.6725677	0.006462172	0.9278685	0.004237533	1.465559
54988	-0.162956	0.7394919	0.9718894	1.58145	1.36102	0.3775078	0.3433713	-1.303138	1.236242
51438	0.7805533	0.3908378	-0.02185187	2.330554	0.9797729	0.01578745	0.9799561	-1.355614	-0.08636101
79807	-0.118201	0.2971103	1.266353	1.467388	1.858018	-0.8394902	-0.01973715	-1.179204	1.218286
79809	-0.159083	-0.1453447	1.482075	0.9510229	1.313384	-0.4452533	0.492668	-0.7543601	0.8349507
64102	-2.007185	0.2167979	1.014018	0.852711	2.392011	-0.4022371	0.9657208	-1.720616	1.177896
64127	0.0949313	-0.1591296	0.8939043	0.8327886	0.2889497	-1.085845	-0.1724389	-0.8687867	0.1243151
51332	2.937019e-05	-0.06036758	2.053534	1.487353	1.399526	0.6369342	0.4887452	-1.445734	1.054091
29802	-0.8015901	0.2846157	0.2334933	-0.02933413	1.193464	-0.4256203	-0.1949335	-0.1199242	0.6574844
51807	0.2691293	-0.00843662	0.6753218	0.8898494	0.9791151	-0.5581209	0.9021052	-1.000922	1.326704
79831	1.159742	-0.2659038	1.504345	1.271477	0.6928692	0.3826489	0.7646446	-0.6996577	0.5204188
55142	-0.711459	-0.385693	1.615629	-0.5285366	1.007368	-0.1689641	-0.5176553	-1.4632	1.103361
79848	1.278021	-1.118947	0.1348437	0.6594974	0.131369	0.4832737	0.08127812	0.3483546	0.7900909
55200	-0.4422129	0.1669251	1.438444	1.465028	1.392595	0.3332381	0.5498127	-0.5707388	1.491156
56172	0.1328059	-0.7340068	1.956873	-0.3014363	0.8215211	0.2207899	0.2952761	-0.6264631	0.8161489
79879	1.085804	-0.4077385	0.3276756	0.6009761	0.5098273	-0.03856976	0.5050922	-1.418398	0.8597047
55336	0.755977	-0.1064427	1.094111	0.4999503	0.1019542	0.2202738	1.704444	-0.7726166	0.06382945
54866	0.626639	-0.1433735	0.8980716	0.3077561	0.7010995	0.4830492	0.9969253	-1.420431	1.354834
55195	0.08092043	-0.3943458	-0.2062624	0.4113094	0.4732583	1.294482	0.784236	0.6942101	-1.341503
53630	0.08426504	0.3977442	1.909208	1.405881	1.524442	0.5095064	1.389283	-1.236332	-0.2776503
728	0.7676125	1.052224	0.764254	-1.060484	-0.9667952	-1.78651	-0.01929417	-0.3830394	-0.1924832
79944	-0.2532303	0.07809903	0.4304158	-0.7501063	1.043676	0.8427052	-0.1332775	-1.124436	0.5599105
49860	0.1652245	0.780708	1.450301	1.417897	-1.596799	-0.4168451	-0.8708002	-1.05272	0.3363274
54875	-0.4598764	0.5921615	1.891231	1.754876	1.91156	-0.7499756	-0.296486	-0.7787542	0.6072005
54868	0.470239	0.545494	-0.2571715	1.603106	0.613001	-0.3436388	0.966371	0.1221388	-0.2749907
54768	0.2968134	0.2218866	1.678739	1.097303	1.243751	-0.315618	0.2610516	-1.478884	0.4978097
55867	0.4809001	0.06860887	1.816637	1.402346	1.828994	0.4022035	0.9782044	-1.33367	1.31318
668	0.7560526	-0.6226409	0.3245934	1.851465	0.5067831	-1.536935	0.6627973	-1.812512	0.5062056
51023	0.309603	0.4868507	1.91627	1.190458	0.8674118	-0.5373569	0.666524	-1.307313	0.3628966
27156	0.227043	-0.506057	0.8526999	1.519745	0.4584593	-0.1014173	0.09720638	-0.3163713	0.4908467
29881	0.1841824	-0.954038	0.5103356	0.8320626	0.5287039	0.1304744	0.5860786	-0.7604698	0.2614633
79696	1.023171	-0.7900144	1.376075	1.276731	0.7801448	-0.3203506	-0.0114198	-0.2966927	0.597469
9630	-0.5786531	0.5373875	1.063305	0.625334	0.9752987	0.116112	-0.7836749	-0.002991118	0.5569777
56000	0.1957212	-0.0228435	1.278962	1.378404	2.126118	-0.3882598	0.8855906	-1.843154	1.195651
57101	0.570955	-0.6680606	1.643479	0.3455122	1.925455	0.6092147	1.110347	-1.614924	1.063703
79722	0.2295621	-0.489225	0.9462401	0.1245054	0.07005367	0.3807517	0.6960226	1.012674	0.2719061
84172	-0.3911334	-0.2785895	0.6190671	-1.012955	1.447967	0.2990589	-0.1429321	-1.133181	0.8486482
55576	-0.2602463	0.120801	1.851321	0.05406648	1.057132	-0.784642	0.4487666	-0.6882193	0.7469625
1008	0.1901533	-0.4584912	1.202749	0.3865756	0.8795682	0.5650084	0.8707789	-1.144071	0.4476979
79750	0.3622621	-0.6046734	1.524926	1.07747	0.5971595	-0.501911	0.9783651	-1.15798	0.9436976
27033	0.8139837	0.4459648	0.396202	1.609533	-0.1591458	-0.07476792	-0.3343079	-0.8358897	1.754384
64097	-0.03567015	-0.0823653	1.139174	1.225808	1.780618	0.2049113	0.6840879	-1.138382	0.5744976
55180	0.3921574	0.6330209	1.077524	1.435044	-0.009824395	0.4402255	0.5362265	-1.336879	0.1020838
79772	-0.547514	0.4747559	1.078024	0.008423045	0.4723067	0.2527781	0.9519746	-0.7987998	0.6407247
80255	-0.3894849	0.5357287	1.095646	1.602193	1.553876	-0.4260728	1.982928	-1.787013	-0.3196563
8139	0.2767777	0.6059346	1.641816	1.356283	0.2384218	-0.2121676	1.33188	-1.600263	-0.3343101
27019	0.4046629	-0.4347419	0.5807996	0.6062943	-0.3831222	0.06829631	0.7913159	0.4935064	0.5521951
29122	0.5680623	-0.3400751	1.445947	1.385616	0.469829	0.01649955	0.3679429	-1.057409	1.550779
79815	0.3432171	-0.2740609	1.910392	0.4804396	1.875357	0.06025445	-0.1027979	-1.27351	1.038743
54937	0.7335551	-1.187111	1.214463	0.5895935	1.640161	0.178282	0.3548101	-1.508402	0.3990025
53822	-0.6019523	-0.9699302	1.617647	1.438848	1.035387	0.05267079	0.4365216	-1.215852	0.380233
29121	-0.4799069	-0.1732465	0.4380423	-0.1503117	0.5808778	-0.3734602	0.7199284	-2.022914	0.6684993
11136	1.03597	-0.9764187	1.076995	1.961994	0.6653643	0.9363103	1.3701	-1.401374	0.2496118
1412	0.9874204	0.3858592	1.433462	0.9888048	0.3674304	0.5068059	0.9872293	-1.392	0.5948652
54621	0.7280624	0.3653017	0.7848674	1.24781	-0.8559881	0.324503	0.05666148	-1.334972	-0.05652652
9421	0.1133817	0.5332977	0.3056207	0.6066797	1.221977	-0.3320039	0.7143176	-0.4052023	0.806183
29947	0.9609912	0.2149907	-0.20487	0.1550093	-0.1798281	0.04098457	0.563542	-1.055588	0.6963878
79864	-0.1880651	-0.1651857	1.191116	1.221918	1.211853	0.1890542	0.8861812	-1.142449	0.2992406
60484	0.3158801	-0.6352177	0.9266622	0.787035	1.775905	0.2924303	1.214444	-2.02379	1.656278
63926	0.9692531	0.1838948	0.07056922	-0.2013839	0.7032138	-0.1769339	0.2472531	0.5268171	-0.05768509
79884	1.301855	-1.086277	0.3612558	0.5817245	0.209144	-0.08722523	0.5303582	0.01707837	0.854058
51284	0.0972349	-0.5434116	-0.3005657	-0.8484983	0.5806184	-0.5364225	0.6776925	-0.6797029	-0.07230078
79919	-0.6802819	0.4564874	0.8909241	1.908986	0.1078501	-0.3636473	-1.182099	-1.484198	-0.295619
79632	-0.6550229	-0.7401636	1.934608	1.025442	-0.4735966	0.07370137	0.3283996	-0.06267487	0.02853952
79946	-0.1988794	-0.2743044	1.06935	0.6805953	1.235096	-0.4023296	0.3943966	-0.4706133	0.5752501
57089	0.5526847	-0.4605267	-0.2467662	1.508936	1.469631	0.2491274	0.40188	-1.632746	0.5261196
65980	1.111866	-0.9277204	1.825099	0.9861696	0.6780182	-0.1980878	0.8932737	-0.5875475	0.9054891
79645	0.4428793	-0.4333714	1.011855	0.9009173	0.410384	-0.06070471	0.5784443	-0.1660685	0.6576459
51054	-0.772447	0.4359518	0.9611533	0.4129116	1.169685	-0.1278378	-0.9701189	-1.104784	1.237869
56891	-1.444192	0.7987331	0.7763178	3.436301	1.638396	-0.1335246	0.4117416	-2.099586	0.2739843
79963	0.1715045	-0.9436373	1.562248	0.2006495	1.394982	-0.09875396	0.465394	-0.7646143	0.6769527
64170	-0.1668206	0.4734229	0.6492992	0.0699595	1.229037	-0.53006	1.038835	-0.6865973	0.3681203
51725	-0.001464814	-0.04879874	0.5119499	0.9830353	0.9839639	0.06039754	0.07022512	-0.783222	0.4448841
54891	0.2131828	0.2034234	0.8061079	1.816878	0.2737586	-0.4241549	-0.1630338	-0.9877126	0.6253771
26507	-0.5351418	0.3162543	1.294966	1.595749	0.9447078	-0.1360509	1.50204	-1.208517	1.02495
55259	0.5396625	-0.03008853	0.9620118	1.74188	1.189746	-0.376433	1.40693	0.4357881	0.4576901
80008	-1.020814	0.506297	0.6778718	0.6421236	0.3265353	-0.6081641	1.528213	-1.437215	0.6647466
9457	-0.4807584	-0.4663244	0.0532787	0.333884	-0.2920986	0.5384258	-0.7173661	-1.151606	0.350174
55425	0.3605262	0.07783443	1.068864	0.1777685	1.771005	0.2228883	0.1522506	-1.33208	0.3330486
80067	-0.8653419	0.8938174	1.802723	1.658812	1.259631	-0.2113636	0.942148	-0.1370495	0.1764814
80131	0.06975606	-0.8031814	-0.3261904	0.2566504	1.114371	-0.9305543	0.003238946	-0.3379008	0.7492765
64699	-0.5130816	-0.1998764	1.26706	0.9389124	1.3696	0.4102104	0.05829646	-0.4035247	0.7865198
64180	0.2368483	-0.6394973	0.9519773	0.4127389	-0.7884988	1.725381	0.5287899	-0.4713866	0.2460546
80323	1.075087	0.7178261	0.8342279	1.321972	-0.3843214	-0.4378429	0.9886407	0.3362303	0.259125
79923	0.1800744	0.1550652	0.6939194	-0.2848526	0.9733553	1.080716	-0.7653236	-2.133602	-0.4078314
57731	0.1945932	0.3645324	1.430036	2.216951	0.9282966	-0.171991	0.3317524	-0.95968	1.101222
54825	1.326575	-0.7566831	0.6516074	1.192699	-0.9287395	0.7641106	1.386975	-0.655573	0.09473023
79689	1.04897	-0.192965	-0.937504	0.6986408	1.23863	-1.0108	0.7245783	1.202514	-0.3976656
57338	0.7767358	-0.07637538	0.8879033	0.562174	0.476378	-0.07347628	1.030473	-1.281512	0.3867381
56287	0.3454633	-0.02310351	1.405317	1.123305	1.304213	-0.924496	1.093596	-1.714738	-0.04244176
79730	-0.09880424	0.08472617	1.34596	1.354422	1.319357	-0.1500657	0.7032015	-1.259058	0.4954638
94025	-0.2808965	-0.1787228	-0.2346186	0.2360283	2.026641	-0.3029991	0.2137384	-0.006195113	0.6813995
50617	1.323488	-0.6033019	-0.1919373	-0.6275631	-1.151847	1.120933	-0.1428027	0.9970074	-0.2288737
56648	0.4659918	0.101511	0.5503349	-0.3953624	0.2011771	-0.3933189	0.1297122	-0.5193495	0.3392622
64853	0.2849523	-0.001849178	0.2108355	-1.215113	0.277082	-0.3265964	0.1592925	-0.302835	0.2115086
353500	0.1485619	-0.2090012	1.115775	1.363715	0.9288627	0.4417068	-0.4806012	-1.079208	1.274599
7179	1.475237	-0.5540163	-0.1925288	1.037209	-1.059364	0.7745439	0.9699472	-1.105008	-0.1465625
79830	-0.02468991	-1.116856	-0.4006945	-0.6665206	1.190283	0.09796408	-0.2285707	-0.9969209	0.1424701
90522	0.2760564	-0.8429263	1.669958	1.568069	0.7785369	-0.1913776	0.5764207	-1.263596	1.020103
11093	0.4234304	-0.4549907	0.5327257	1.585198	0.2895894	-0.3614271	0.07562016	-1.395923	0.5522595
23615	0.5110993	0.5448657	0.6968691	1.144566	0.3590754	-0.3043539	1.148104	-1.677454	0.3161721
57053	-0.06311576	-0.6923938	2.093466	1.425062	1.175412	0.5383023	0.3483723	-1.136871	0.6230108
128553	0.5851706	0.3112838	1.236195	1.526903	1.871259	-0.442365	-0.04888278	-0.7152046	0.5739964
7762	1.263763	-0.3843006	-0.1451401	-0.3994535	0.5344189	0.8518483	0.3743973	-0.8901227	0.4181558
79862	-0.2399568	-0.4048136	0.2101685	1.03371	0.8153782	-0.3064379	0.09950355	-1.465443	0.1506611
56260	0.8249589	-0.4873153	2.040507	-0.05997296	1.443954	-0.6451719	-0.2655554	-0.9428387	1.556731
64663	0.6220051	0.1656899	0.6647944	1.393886	0.07737955	0.7687892	0.09514084	-1.595467	0.2476204
55064	0.05826382	-0.1129808	0.847148	0.8392624	1.046766	0.1152892	0.6888508	-0.7514303	1.069566
55073	-0.5154405	0.6400766	0.6534011	0.9382402	1.651771	-0.7773321	0.9927666	0.1186986	0.4945483
79915	-0.6435915	0.06202143	0.2994233	0.5168691	1.370778	-1.00886	1.002493	-0.7595449	1.114684
54363	0.8378662	-0.6100628	1.102897	0.9911288	0.9274734	0.186216	0.9112825	-0.5754519	0.7981402
50805	1.911575	-0.8586138	1.218846	0.5953501	0.8283514	0.2578965	0.8428873	-0.4326395	-0.2328136
79054	1.327705	-0.3848006	0.03569849	0.03727873	1.049472	0.3296092	0.5004137	-0.6512768	0.7434322
23431	-0.04712171	-0.0240664	1.493611	1.181062	1.271729	-0.233423	1.263819	-1.508267	0.6835334
51700	0.184612	-0.2642521	0.223848	-0.3023835	1.550617	-0.07867199	0.5868387	-1.666692	-0.4525422
10842	0.04508761	0.7073272	0.7419304	0.8014653	0.5240042	-0.03273322	-0.0450798	-1.760183	-0.4407952
79966	0.5674244	0.2350188	1.345585	1.320678	0.5500308	0.2071975	0.5643023	-1.969751	-0.313154
767	0.1230216	0.04487708	1.390471	0.1338743	0.9583502	-0.1037787	0.1934246	-1.005225	0.2790975
55066	-0.07461862	0.4477836	1.121197	0.993739	1.365427	-0.1004587	1.016492	-1.675005	0.6833316
55762	0.05500345	-0.4569657	1.374363	1.065446	1.718706	-0.09588389	0.7537301	-1.418652	0.7521286
29068	-0.6819921	-0.3519029	1.690294	1.561563	2.064732	-0.1355194	0.2081927	-1.004493	0.9236174
51151	1.448455	0.2305027	0.4244842	0.2356304	0.6722945	1.473011	0.05964956	-1.404354	-0.08682387
57118	-0.2946761	0.6122461	1.867653	0.007555602	0.939712	0.5973825	0.2358414	0.2963616	1.273716
57082	0.0526074	-0.08418985	1.00509	1.113657	1.126747	-0.06568141	1.079792	-1.352423	0.305854
23553	0.7565217	-0.2893665	1.337279	1.076208	0.2938454	-0.2917685	1.255594	-2.053882	0.9958552
57335	-0.2164178	-0.1484489	0.9416912	1.769235	1.071982	-0.2131696	0.14626	-1.331738	-0.1466048
80231	-0.3239021	0.2677768	1.219239	1.049072	0.786573	0.1512597	-0.4462392	-0.5633785	0.4329938
2178	0.4413748	-0.1203967	1.366217	1.510212	-0.03842237	0.5825896	-0.2875057	-0.4419453	0.8521748
64064	0.6178573	-0.07951206	1.6622	2.13322	0.02379694	-0.1368903	0.4594495	-1.673151	0.4355547
79990	0.3642256	-0.4971053	1.470227	1.507166	1.390123	-0.3927013	0.9387836	-1.178512	0.9624587
65989	0.5060623	-0.5288634	1.120385	1.691782	0.4454594	0.1445954	0.5782763	-1.272541	0.3208992
9597	0.06253143	0.06211399	1.340313	0.7156715	1.098561	-0.0573755	0.903308	-1.423657	0.8973279
192666	0.7102242	0.6042216	0.8711985	2.432197	0.7732128	0.1402146	-0.2741131	-1.039297	0.2974417
79740	0.6232427	-0.2075392	0.8844042	1.791056	0.1653602	-0.4428472	1.079548	0.8189418	0.3725256
56163	0.3297762	-0.3867404	1.163685	1.826164	0.9299361	0.07791692	0.6760175	-1.594167	0.7240778
64800	0.8688044	0.2697662	1.355946	1.971965	0.2665318	0.167176	0.6215172	-0.2166635	0.9037122
54796	0.5840794	0.7104079	0.655016	0.2472712	1.634389	0.5667363	-0.635223	-1.869625	1.027599
27190	-0.02825373	-0.06091676	1.315082	0.7103446	1.940196	-0.6555448	0.3864583	-1.713669	-0.5368713
79781	1.374636	-0.03775335	1.009012	0.6184345	0.6231376	-0.01011899	-0.3624655	-0.5157113	1.148206
50624	-0.1783407	0.5910957	0.2141618	0.009725675	0.9781083	0.3082103	-0.04450062	-1.663473	0.2488733
79785	-0.1978118	-0.2616238	0.2296704	0.3180394	0.9148282	0.6074482	1.405345	-2.103207	0.1940256
80319	0.8581482	-0.5121777	0.8366767	-0.2864308	0.1006028	1.202332	0.5739138	0.1286609	0.4319146
55693	0.2478656	-0.1554532	0.9624747	1.304482	0.7265263	0.180075	0.6417185	-0.9097933	0.3118883
51127	0.1913966	-0.821398	0.5582058	1.186252	0.3782501	0.1546799	0.2609998	-1.0667	0.6798105
51281	0.4923733	-0.1997933	1.100407	1.481439	0.6812771	0.2413037	0.968825	-0.01544992	0.708485
6557	1.01652	-0.360163	0.04074386	0.2550896	0.08696991	0.9157636	0.4074963	-1.353472	-0.5961705
79608	0.6638736	-0.5458536	1.248435	0.9099832	0.9920902	0.1231332	0.6449152	-1.27371	0.2782061
79802	0.5511461	0.7362019	1.144358	1.054413	1.287832	-0.2240507	1.547794	-0.9178315	0.352734
27120	0.3783122	-0.1833519	0.1042891	1.279894	-0.486525	-0.0116606	0.7761503	-0.5299871	1.163002
51104	0.1187646	-0.116523	2.767368	0.96224	2.299411	0.7561165	0.6483863	-0.6895089	1.232647
54893	0.3220194	0.008380204	0.9930664	1.230422	1.253784	0.02980591	1.095332	-1.913054	0.8680762
56999	0.4784041	0.1402306	0.6487755	0.9852183	0.4704551	-0.5251493	0.9852533	-0.5464007	0.4463497
51168	0.1678022	0.3744263	1.395806	1.645746	1.191795	0.1030086	0.007760555	-1.300979	0.8885556
55057	0.05124143	0.5402646	1.150156	2.068654	0.4829386	-0.4193789	-0.1342542	-1.540074	0.8134316
54857	0.4590293	0.07585686	1.744366	1.468148	0.9323305	0.2623346	0.8909978	-2.03763	1.226067
79820	0.1709006	-0.04679379	0.535432	0.5535681	0.9336861	-0.1324258	0.7394788	-1.041601	0.5082427
27012	0.0401786	-0.4381415	1.252168	0.5313966	1.141221	-0.02410088	1.077536	-1.543186	0.4109766
55727	-0.002098002	-0.1241983	1.010515	0.6444321	1.021487	0.4071168	0.8600637	-0.985411	0.3756221
54558	-0.8133633	-0.8865272	0.7473488	0.7016569	0.1846625	0.8126536	0.8784138	0.3318826	0.1615658
79839	0.1520109	0.3082523	1.288344	0.3625159	0.4671108	-0.4820238	0.5208603	-1.19373	0.5572415
4117	0.2827125	-0.4116269	1.318091	2.03227	0.145817	-0.1383638	0.09240454	0.4713116	0.6395376
79849	0.7279193	0.09284301	1.048107	1.347788	0.7788287	0.3172681	0.8524759	-1.507969	0.7845533
54714	0.4870413	0.6425252	1.002747	1.223182	1.062662	-0.4579589	0.8598135	-1.252632	0.9549385
51744	0.2275032	0.5808748	1.48306	0.01520925	0.9944407	0.2865305	0.6349447	-1.687186	-0.2042085
25790	0.1393367	-0.547004	0.3277693	1.265671	-0.4968951	-0.1513975	0.7343753	-0.02141749	0.4202635
55001	0.2288558	0.0325895	1.563874	1.41637	1.082314	0.1984127	0.2568314	-1.702484	0.6951481
79861	0.4068412	0.06176811	0.9114466	0.8513765	0.2997405	0.6166618	1.434778	-1.793757	0.9000131
54854	0.5987706	-0.2268219	1.336274	1.418895	0.6695733	-0.3640661	1.716426	-1.123431	0.6871412
54112	-0.4357818	-0.91898	0.9375957	0.1596799	-0.1622294	-0.3055381	1.181302	0.1753887	-0.08860205
57097	0.3727301	-0.09312981	1.574085	0.4365399	0.5236059	0.2228683	0.8383435	-1.732224	-0.02224678
9227	0.2770596	-0.252964	1.211282	0.8960905	1.295168	0.2467106	0.4357713	-1.713152	0.1401207
55040	0.7470133	-0.9547518	1.061915	1.176219	1.453091	0.1507739	0.6614311	-1.402984	0.6125323
79930	0.6116889	0.4794855	0.6398288	0.8661383	0.4812443	-0.2590387	0.7708302	-1.10264	0.8986672
79635	0.3085106	-0.3524528	0.7516742	0.5728729	1.227908	-0.03150608	1.072731	-1.154339	0.4748095
79935	0.1703797	0.3687379	1.488217	0.9411505	0.5742978	-0.3068895	0.2336268	-1.320485	0.7329445
79940	0.4516366	-0.07193824	1.482414	1.611303	0.5694689	-0.3960459	0.4056345	-0.5840874	-0.598259
54457	-0.1385635	-0.04397157	1.450757	0.7624339	0.7480848	0.01403074	1.679872	-0.6867185	0.3301142
389136	-1.490433	0.8769369	0.453299	1.657103	1.790901	-1.890275	-0.6685105	-1.538377	0.4930219
