genesymbol	entrezgene	A549_LUNG	HCC515_LUNG
DIMT1L	27292	0.299746174129476	0.0229757592186435
DIO1	1733	-0.204225502517723	0.183696000394293
DIO2	1734	-0.23863410466826	-0.123566376697306
DIO3	1735	-0.194654049303006	0.0909978067473324
DIO3OS	64150	NA	NA
DIP2A	23181	-0.373301461347002	-0.184011434485818
DIP2B	57609	0.0947173004099	-0.273883864396198
DIP2C	22982	-0.143514297214487	-0.0264159622793399
DIRAS1	148252	-0.293453921157906	-0.158287127167583
DIRAS2	54769	0.262492093611638	0.271534537568693
DIRAS3	9077	-0.241873875649967	0.0392961876832845
DIRC1	116093	NA	NA
DIRC2	84925	-0.0881851860978996	0.0444679924755826
DIRC3	729582	-0.274386587479567	-0.140409242876036
DIS3	22894	0.246230809039158	-0.110581006596187
DIS3L	115752	0.157084534693643	0.266947600154431
DIS3L2	129563	0.189508530685001	0.197552100018893
DISC1	27185	-0.322394999055341	-0.0611169981188957
DISC2	27184	NA	NA
DISP1	84976	-0.158494130790146	0.0932551319648094
DISP2	85455	-0.098903373666182	-0.212834224598931
DIXDC1	85458	-0.195363776008937	0.061301001338952
DKC1	1736	0.20469865365501	-0.112306036784215
DKFZP434H168	26077	NA	NA
DKFZp434J0226	93429	-0.30850932748466	-0.0906922299711674
DKFZP434K028	26070	NA	NA
DKFZP434L187	26082	NA	NA
DKFZp434L192	222029	NA	NA
DKFZp566F0947	94023	NA	NA
DKFZP586I1420	222161	-0.401476954418131	-0.120454750815282
DKFZp686A1627	266695	NA	NA
DKFZP686I15217	401232	-0.175760861529362	0.152205163590363
DKFZp686O24166	374383	-0.089085487567461	-0.0917535342582781
DKFZp761E198	91056	-0.559578435479764	-0.195038484602052
DKFZp779M0652	374387	0.10733137829912	0.418605682742305
DKK1	22943	0.260813064228624	0.066545093110558
DKK2	27123	-0.277508070676951	0.0199955642080879
DKK3	27122	-0.224791148130807	0.0411789349170753
DKK4	27121	NA	NA
DKKL1	27120	0.200433721875847	0.307480880915416
DLAT	1737	0.368678380443086	0.0180503873103494
DLC1	10395	-0.171200210289394	0.0836442494886518
DLD	1738	0.384019648915285	0.0240929216261285
DLEC1	9940	-0.26282067079031	0.0711484593837535
DLEU1	10301	0.487777750396346	0.226171172281229
DLEU2	8847	-0.0838643961983621	-0.337578550481776
DLEU2L	79469	-0.313966994422402	-0.241486154579134
DLEU7	220107	-0.466400519151942	-0.276551911087015
DLG1	1739	-0.193004591866072	-0.282936165668614
DLG2	1740	-0.334953218824187	-0.0269416857652152
DLG3	1741	0.0274312657614365	0.0938498566582058
DLG4	1742	-0.323890025218299	3.12148319738453e-05
DLG5	9231	-0.0645506296360186	-0.24898428579643
DLGAP1	9229	-0.00711205303235664	0.113899636100775
DLGAP2	9228	-0.250180306726796	0.0393389027165118
DLGAP3	58512	-0.346390990413761	-0.236652784280868
DLGAP4	22839	-0.162900350756138	-0.293082628946007
DLGAP5	9787	0.0173110886583372	-0.306790868840205
DLK1	8788	NA	NA
DLK2	65989	-0.15424234209813	-0.230376960168232
DLL1	28514	-0.271363677435784	-0.0542300204539294
DLL3	10683	0.183058560667669	-0.112854760672597
DLL4	54567	-0.255723403730994	0.0232550498205147
DLST	1743	0.411163409645383	0.174817845026574
DLX1	1745	NA	NA
DLX2	1746	NA	NA
DLX3	1747	-0.221278658090802	0.0414253678010794
DLX4	1748	0.0513943994019895	0.210918619647272
DLX5	1749	0.0170580842307598	-0.0324256388772518
DLX6	1750	NA	NA
DLX6AS	285987	NA	NA
DMAP1	55929	-0.191634425031009	-0.0761264036406351
DMBT1	1755	-0.294252363702079	0.0390464690274937
DMBX1	127343	-0.350928641251222	-0.241634014309536
DMC1	11144	0.0151786227687556	-0.186327903595456
DMD	1756	-0.185519603735923	0.0383597427240691
DMGDH	29958	0.4686874163155	0.323035724553751
DMKN	93099	0.212729079901755	0.14676721128334
DMP1	1758	NA	NA
DMPK	1760	-0.344721818346107	-0.152195306275003
DMRT1	1761	NA	NA
DMRT2	10655	-0.30082390727552	-0.034774965704757
DMRT3	58524	-0.25001601813746	-0.0508851047750479
DMRTA1	63951	0.235755768583093	0.292264471771113
DMRTA2	63950	-0.133716125746486	-0.179378496266542
DMRTB1	63948	NA	NA
DMRTC1	63947	NA	NA
DMRTC1B	728656	-0.0550908926620502	0.226167886509443
DMRTC2	63946	NA	NA
DMTF1	9988	-0.412964012584506	-0.21768402375613
DMWD	1762	-0.211950351988303	-0.163274928739824
DMXL1	1657	-0.417833526372426	-0.157186393619031
DMXL2	23312	-0.445591726426641	-0.188782375120136
DNA2	1763	0.217565735971808	-0.0987850858818601
DNAH1	25981	-0.352459810903834	-0.0175082349655405
DNAH10	196385	-0.241755587865645	0.0788404511364663
DNAH11	8701	-0.395841855803905	-0.100572545733836
DNAH12	201625	-0.267995761354395	0.0651354970140549
DNAH14	127602	0.28882098293863	0.0153527686734518
DNAH17	8632	-0.161454611169981	-0.172205656456131
DNAH2	146754	-0.281664571987153	-0.0352645457009783
DNAH3	55567	-0.176145296828409	0.0913920993617388
DNAH5	1767	-0.170976777807897	0.0688747053073429
DNAH6	1768	-0.231244403919926	0.0638310456147268
DNAH7	56171	-0.177489177489178	0.072377338031987
DNAH8	1769	-0.456020766077692	-0.0823989419814847
DNAH9	1770	-0.245606512399681	0.0702908729474194
DNAI1	27019	-0.282003006481185	0.0619680130116563
DNAI2	64446	-0.242057878870023	0.102149716191462
DNAJA1	3301	-0.120895044234703	-0.35103050017661
DNAJA2	10294	0.422312033317726	0.141509976424587
DNAJA3	9093	0.282357869834151	0.0893483493103987
DNAJA4	55466	0.0916582468764632	0.173996402079894
DNAJB1	3337	-0.0616197212022639	-0.217191157988122
DNAJB11	51726	0.225372729737056	-0.0547261719937242
DNAJB12	54788	0.00359627722056565	0.191088986914414
DNAJB13	374407	-0.0834241027789415	0.287385100667833
DNAJB14	79982	-0.230616821508662	-0.142804570508555
DNAJB2	3300	0.0942835785340529	0.353961408610365
DNAJB3	414061	NA	NA
DNAJB4	11080	-0.0364704239467048	-0.00960923959026426
DNAJB5	25822	-0.319345802837264	-0.155471220746363
DNAJB6	10049	0.0531194295900178	-0.159414146890428
DNAJB7	150353	-0.0483090596942589	0.0939090005503668
DNAJB8	165721	NA	NA
DNAJB9	4189	-0.0429532516819044	0.240881572570377
DNAJC1	64215	0.245074217370233	0.102281147062931
DNAJC10	54431	0.33596195076271	0.00604746297345918
DNAJC11	55735	0.0316797686816662	-0.249089430493605
DNAJC12	56521	0.329863558326556	0.336931253439792
DNAJC13	23317	-0.323058724956258	-0.330908433754734
DNAJC14	85406	0.165479681608714	-0.178701627278477
DNAJC15	29103	0.455741475475821	0.309301198485259
DNAJC16	23341	-0.292001610028175	-0.135917592843589
DNAJC17	55192	0.139896662477308	0.303524811684205
DNAJC18	202052	-0.317824490500012	-0.115880956488167
DNAJC19	131118	0.354119125656128	0.126993436670856
DNAJC2	27000	0.125892703122305	-0.172793809605954
DNAJC21	134218	0.093636281492069	-0.170014046674388
DNAJC22	79962	0.0814132104454685	-0.0881556141518191
DNAJC24	120526	-0.0458677312567256	-0.104430041811446
DNAJC25	548645	0.19186442905608	-0.049307934317422
DNAJC25-GNG10	552891	NA	NA
DNAJC27	51277	-0.235121614628256	0.0134897360703812
DNAJC28	54943	-0.0478556231876915	0.186695910035568
DNAJC3	5611	-0.0545224541429475	0.159092141255329
DNAJC30	84277	0.195307917888563	0.232930004846513
DNAJC4	3338	-0.0160460665204498	0.315531021792881
DNAJC5	80331	-0.245376508374611	-0.244568208515078
DNAJC5B	85479	-0.364699310809368	-0.0322054921675415
DNAJC5G	285126	NA	NA
DNAJC6	9829	-0.172619663701258	-0.254543811659561
DNAJC7	7266	0.118098852444203	-0.156348521813417
DNAJC8	22826	0.108363110640151	-0.0465413144730033
DNAJC9	23234	0.169146602922694	-0.161487468887848
DNAL1	83544	-0.0140614603612706	0.102034714178927
DNAL4	10126	0.196612369287891	0.426691967109424
DNALI1	7802	0.0267149675119315	0.272878418229462
DNASE1	1773	0.113600630868183	-0.114553504686332
DNASE1L1	1774	-0.178990775195709	0.0991826642680533
DNASE1L2	1775	-0.31137452048268	-0.145245898946089
DNASE1L3	1776	-0.257418861972942	0.0651354970140549
DNASE2	1777	-0.273174137690267	0.142883429031437
DNASE2B	58511	-0.328338960217518	-0.00433886164436449
DND1	373863	-0.237714088567979	0.0199101341416332
DNER	92737	0.0314793366026763	0.163058067801901
DNHD1	144132	-0.409760385092453	-0.0735240723855525
DNLZ	728489	0.161865332643321	0.148541528048169
DNM1	1759	-0.21747373436178	-0.187569925330836
DNM1L	10059	0.187648783853717	-0.196917946064056
DNM1P35	100128285	-0.263277393068664	0.0494262221017439
DNM2	1785	-0.425052366987851	-0.0955617437590872
DNM3	26052	-0.258838315384805	0.0368154299843104
DNMBP	23268	0.0893844928000526	0.050224664645917
DNMT1	1786	-0.331867879116456	-0.482967380500587
DNMT3A	1788	0.122018778185761	-0.206298824515143
DNMT3B	1789	0.135832162777134	-0.140586674552519
DNMT3L	29947	NA	NA
DNPEP	23549	0.0322744933750626	-0.0843079753895693
DNTT	1791	NA	NA
DNTTIP1	116092	-0.127312156534168	-0.206361254179091
DNTTIP2	30836	0.406684902700083	0.0214675899685387
DOC2A	8448	-0.339379153420899	-0.115844812998513
DOC2B	8447	0.0910996656727207	0.238716248962928
DOCK1	1793	-0.0687597032948077	0.0821097940642533
DOCK10	55619	-0.444487707106303	-0.16644569851401
DOCK11	139818	-0.439700337613051	-0.213258089159417
DOCK2	1794	-0.460377699466884	-0.177709324198888
DOCK3	1795	-0.217638022951116	-0.124867542324848
DOCK4	9732	-0.407167911152731	-0.110406860691491
DOCK5	80005	0.18252626563822	0.108941406474613
DOCK6	57572	-0.247860551845372	-0.0015590987127989
DOCK7	85440	-0.149408971799864	-0.23558819422197
DOCK8	81704	-0.470928312674043	-0.161441468082834
DOCK9	23348	-0.284188044719354	-0.107025801522955
DOHH	83475	0.0539113005906175	-0.0277992722015492
DOK1	1796	-0.219612771794935	0.0859147177932757
DOK2	9046	-0.422239746338418	-0.114964226159672
DOK3	79930	-0.478515159729581	-0.1679078669591
DOK4	55715	-0.164204802155466	0.122146923285443
DOK5	55816	-0.196434937611408	0.02235803412274
DOK6	220164	-0.168597879034312	0.0309010407682134
DOK7	285489	-0.17823833345655	0.189856822494394
DOLK	22845	0.194732907825887	0.0938334277992722
DOLPP1	57171	0.213238374528697	-0.0207414344036735
DOM3Z	1797	0.232483139883519	0.200736012880225
DONSON	29980	0.0979702144787534	-0.201741459046962
DOPEY1	23033	-0.401766102335362	-0.133900128966543
DOPEY2	9980	-0.0759226857898585	-0.0165323607448845
DOT1L	84444	-0.388997593172166	-0.323614020388214
DPAGT1	1798	0.40387228205065	0.315356875888185
DPCD	25911	0.301290486869235	0.257083713250696
DPCR1	135656	-0.258171303712101	0.0663742329776485
DPEP1	1800	-0.285075203101769	0.0781077240280276
DPEP2	64174	-0.348033876307121	0.0118632790359546
DPEP3	64180	NA	NA
DPF1	8193	-0.232966148336167	-0.361226250030804
DPF2	5977	-0.20404807084124	-0.453290289722927
DPF3	8110	-0.473849363792438	-0.17418040529995
DPH1	1801	-0.0791657425433517	0.190734123561448
DPH2	1802	0.23150069411929	-0.0383794573547894
DPH3	285381	0.0860428628929578	-0.015221337801983
DPH3B	100132911	-0.193937751053501	-0.392398366971422
DPH5	51611	0.378598125467196	0.156328807182697
DPM1	8813	0.213672096404544	-0.037114435216902
DPM2	8818	0.299279594535762	0.178501195199487
DPM3	54344	0.313523415231195	0.252910783081561
DPP10	57628	0.0109596917946064	0.0308254680171189
DPP3	10072	0.268074619877276	-0.0170975134922004
DPP4	1803	-0.362639131899094	-0.0940075737039684
DPP6	1804	-0.261647650262451	0.0692427117474556
DPP7	29952	-0.0647543474867953	0.245971233068007
DPP8	54878	-0.168456590847483	-0.199917855705332
DPP9	91039	-0.53270082226439	-0.257987300492044
DPPA2	151871	NA	NA
DPPA3	359787	NA	NA
DPPA4	55211	NA	NA
DPPA5	340168	NA	NA
DPRX	503834	NA	NA
DPRXP4	503645	-0.424115922028636	-0.129027329406836
DPT	1805	-0.360325948561243	-0.0486014933832771
DPY19L1	23333	-0.199776567518503	-0.167789579174778
DPY19L2	283417	-0.0316436251920123	0.00341227400050929
DPY19L2P1	554236	-0.215196694513583	-0.251662189802607
DPY19L2P2	349152	-0.439884340833107	-0.28028454783673
DPY19L2P4	442523	-0.401772673878936	-0.107429951452722
DPY19L3	147991	-0.120323319943813	0.0118731363513147
DPY19L4	286148	0.470172585163098	0.0409555024355783
DPY30	84661	0.415257481291637	0.112808759867583
DPYD	1806	-0.424546358132696	-0.146990643764837
DPYS	1807	-0.220559074069511	0.102373148672959
DPYSL2	1808	-0.246372097225987	0.0167689363135283
DPYSL3	1809	-0.258716741828696	-0.105573490393225
DPYSL4	10570	-0.1812941012182	0.0217140228525428
DPYSL5	56896	NA	NA
DQX1	165545	0.189777963971512	0.188890805589098
DR1	1810	-0.0636864716561111	-0.276252905854424
DRAM1	55332	-0.108438683391245	0.209164017513164
DRAM2	128338	-0.0654312164748597	0.161503897746782
DRAP1	10589	-0.0738559353360112	-0.169176174868774
DRD1	1812	-0.156522667718114	0.0764286946450134
DRD2	1813	-0.275700896194255	0.00990824482285583
DRD3	1814	NA	NA
DRD4	1815	-0.261953227038616	0.0170777988614801
DRD5	1816	-0.315018441394153	-0.0064351840442922
DRG1	4733	0.397948035519193	0.116055102392863
DRG2	1819	0.404237002718976	0.28600507651741
DRGX	644168	NA	NA
DRP2	1821	0.146849355578008	-0.0919868240551353
DSC1	1823	NA	NA
DSC2	1824	0.0470210371538645	-0.285643641620871
DSC3	1825	-0.188979521427339	-0.0982692197113449
DSCAM	1826	NA	NA
DSCAML1	57453	-0.305489703212663	-0.0256799493991145
DSCC1	79075	0.185989469101424	-0.132214528039955
DSCR10	259234	NA	NA
DSCR3	10311	-0.271064672203192	0.00460829493087558
DSCR4	10281	NA	NA
DSCR6	53820	0.304753690332438	-0.0716117532056811
DSCR8	84677	NA	NA
DSCR9	257203	0.021829024865078	-0.160850029161225
DSE	29940	-0.280307548239237	-0.232433853306719
DSEL	92126	-0.149297255559115	-0.0133484478835522
DSG1	1828	NA	NA
DSG2	1829	0.0950655922192924	-0.206768689880644
DSG3	1830	-0.0666206658616526	0.029859451111823
DSG4	147409	NA	NA
DSN1	79980	0.0830626678824022	-0.200377863755473
DSP	1832	0.0410967906224073	-0.304211537987629
DSPP	1834	NA	NA
DST	667	-0.300406614258607	-0.105005051874122
DSTN	11034	0.485697856855352	0.387798286470013
DSTYK	25778	-0.129260619203693	-0.0269646861677222
DTD1	92675	0.245360079515677	-0.022663610898905
DTHD1	401124	-0.389112595184701	-0.0920426821755095
DTL	51514	0.131281368852526	-0.240625282371013
DTNA	1837	-0.137576907595883	-0.243888053755226
DTNB	1838	-0.00118780650089948	0.131222224960365
DTNBP1	84062	-0.0490450725744843	0.0776937167829009
DTWD1	56986	0.236403065625077	0.344449099287809
DTWD2	285605	0.0439192685872003	0.237178507766743
DTX1	1840	-0.289994003466489	0.0360859886476585
DTX2	113878	-0.128968185514675	-0.118417572307515
DTX3	196403	-0.311637382225618	-0.0663183748572743
DTX3L	151636	-0.398187896859624	-0.470018153889122
DTX4	23220	-0.365142890000575	-0.0691079951042
DTYMK	1841	0.318977796397151	0.0309601846603744
DULLARD	23399	0.287792536369386	0.313536558318342
DUOX1	53905	-0.104298610939977	0.182033399870212
DUOX2	50506	0.000494508653901443	0.204915514592934
DUOXA1	90527	-0.0579692287472174	0.201945176897739
DUOXA2	405753	-0.0428941077897435	0.241522298068788
DUPD1	338599	NA	NA
DUS1L	64118	0.250209878672877	0.104653474292943
DUS2L	54920	0.185608319574164	0.253029070865883
DUS3L	56931	-0.00132252314415502	-0.027579125491839
DUS4L	11062	0.0773914257785226	-0.179053204859657
DUSP1	1843	-0.138569210675473	0.161480897344275
DUSP10	11221	-0.321205549668548	-0.100165110032283
DUSP11	8446	0.382738197918464	0.0810254893746355
DUSP12	11266	0.291774891774892	0.00300155252716923
DUSP13	51207	0.237076648841355	0.0543548797818248
DUSP14	11072	0.0889869144138594	-0.189183239278116
DUSP15	128853	-0.27663734115347	0.0705504489185704
DUSP16	80824	0.0752261021710737	0.218893187773643
DUSP18	150290	-0.255555829369871	-0.0163877867862688
DUSP19	142679	0.0588071005528311	0.244781783681214
DUSP2	1844	-0.396334721571913	-0.146770497055127
DUSP21	63904	NA	NA
DUSP22	56940	-0.0196472723986955	0.323936026023313
DUSP23	54935	0.314298857372861	0.244288917913206
DUSP26	78986	-0.335567658148303	0.00703648028126207
DUSP27	92235	-0.140727962739348	0.104180323155655
DUSP28	285193	0.0890526298495938	0.129562910208072
DUSP3	1845	-0.347882730804932	-0.0677181136384172
DUSP4	1846	0.306840155417006	0.247554975069207
DUSP5	1847	-0.163718507931032	-0.201025160797457
DUSP5P	574029	-0.172833238867394	-0.29958188554014
DUSP6	1848	-0.283189170096191	-0.132076525624913
DUSP7	1849	-0.401332380459515	-0.191617996172076
DUSP8	1850	-0.245951518437287	0.0169233675875042
DUSP9	1852	-0.211736776822166	-0.364420020207497
DUT	1854	0.416545503832031	0.135861734723215
DUX4	22947	NA	NA
DUXA	503835	NA	NA
DVL1	1855	-0.123418516966904	-0.0827800915087443
DVL2	1856	0.254938104273968	0.0124547179575643
DVL3	1857	-0.0416422287390029	-0.261677222208532
DVWA	344875	0.148028947649441	-0.0461700222611039
DYDC1	143241	NA	NA
DYDC2	84332	-0.0270862597238309	0.22725219119906
DYM	54808	0.12033646303096	-0.0778481480568767
DYNC1H1	1778	-0.162867493038271	-0.220020207496488
DYNC1I1	1780	0.358804636223991	0.0463047389043594
DYNC1I2	1781	0.415172051225182	0.010893976358872
DYNC1LI1	51143	0.229762520844115	-0.0971684861627936
DYNC1LI2	1783	-0.0461930226636109	0.100500258754528
DYNC2H1	79659	-0.249447579618358	-0.0251607974568126
DYNC2LI1	51626	0.398933767055209	0.385524532393603
DYNLL1	8655	0.349062322876365	0.0930054133090186
DYNLL2	140735	-0.418198247040752	-0.322007277984508
DYNLRB1	83658	0.322664432341852	0.105474917239623
DYNLRB2	83657	-0.148935820662576	0.161684615195052
DYNLT1	6993	0.374119618521896	0.224143851088823
DYNLT3	6990	0.363099139949235	0.195485349565046
DYRK1A	1859	-0.339093291275454	-0.165528968185515
DYRK1B	9149	-0.00765420537716553	0.0780715805383737
DYRK2	8445	-0.225898453222931	-0.199937570336052
DYRK3	8444	-0.250019303909247	0.0441985591890715
DYRK4	8798	0.0773092814838545	0.237904663331608
DYSF	8291	-0.386730410639329	-0.132671250318309
DYSFIP1	116729	NA	NA
DYTN	391475	NA	NA
DYX1C1	161582	0.267351750084198	0.39758988639444
DZIP1	22873	-0.226765896974626	-0.0588695302167788
DZIP1L	199221	-0.336559961227893	-0.00577145814337465
DZIP3	9666	-0.348336167311499	-0.0986930842718319
E2F1	1869	0.0132268743274436	-0.230643107682956
E2F2	1870	-0.136098310291859	-0.400165931475229
E2F3	1871	0.00988195864856206	-0.306031855557472
E2F4	1874	0.00794992483797038	-0.152632313922637
E2F5	1875	0.286839662551238	0.0319952027731914
E2F6	1876	0.429974453124358	0.0477899077519571
E2F7	144455	0.0554063267535753	-0.318718220426
E2F8	79733	0.0965737614693972	-0.263977262459236
E4F1	1877	-0.00293255131964809	0.183834002809335
EAF1	85403	-0.0700542973787756	-0.178603054124876
EAF2	55840	-0.221994956340307	-0.0164370733630696
EAPP	55837	0.295875534964719	0.100914265999655
EARS2	124454	0.184041006431898	0.179641358009479
EBAG9	9166	0.466157372039725	0.317210051175896
EBF1	1879	-0.306028569785686	-0.0299974535268653
EBF2	64641	-0.253686225223227	0.0152410524327033
EBF3	253738	-0.283964612237857	-0.00963552576455802
EBF4	57593	-0.201061304287111	0.0813343519225872
EBI3	10148	-0.408370503626671	-0.145873481357352
EBNA1BP2	10969	0.256991711640668	-0.00148024018991761
EBP	10682	0.358594346829641	0.153545758479345
EBPL	84650	0.466078513516844	0.229387942860429
ECD	11319	0.333619195478778	-0.0552288950770924
ECE1	1889	-0.355860584703089	-0.192469011064837
ECE2	9718	0.309649490294652	0.0483714893582066
ECEL1	9427	0.0795238916681042	0.195298060573203
ECH1	1891	0.467205533239689	0.304638688319903
ECHDC1	55862	-0.109450701101555	0.153276325192834
ECHDC2	55268	-0.150982856485703	0.189452672564627
ECHDC3	79746	0.22579002275397	0.219041047504046
ECHS1	1892	0.38636897574279	0.218420036636355
ECM1	1893	-0.322690718516145	-0.0579232279422033
ECM2	1842	-0.262281804217288	0.00264668917420341
ECSCR	641700	-0.129602339469512	0.20204375005134
ECSIT	51295	0.380592588941735	0.263145962197196
ECT2	1894	0.202852049910873	-0.178376335871592
ECT2L	345930	-0.228214922332569	0.0689272776559304
EDA	1896	-0.227298192004074	0.0631048900498616
EDA2R	60401	0.047132753394613	0.256626990972342
EDAR	10913	0.148666387376065	0.309058051373042
EDARADD	128178	0.219839490048219	-0.0853298504152394
EDC3	80153	0.34998891052022	0.0563000566795633
EDC4	23644	-0.138707213090515	-0.0152607670634236
EDDM3A	10876	NA	NA
EDDM3B	64184	NA	NA
EDEM1	9695	-0.404296146611137	-0.131961523612378
EDEM2	55741	0.35856477488356	0.316109317627344
EDEM3	80267	0.0157864905492989	0.127883880825057
EDF1	8721	0.255069535145437	0.165578254762315
EDIL3	10085	-0.240273704789834	-0.0851195610208893
EDN1	1906	-0.0611301412060425	0.142600852657779
EDN2	1907	-0.231346262845314	-0.14671792470654
EDN3	1908	NA	NA
EDNRA	1909	-0.350103912532755	-0.106362075622038
EDNRB	1910	-0.157853405291735	0.109168124727897
EEA1	8411	-0.291167023994349	-0.150660850850604
EED	8726	0.0110484076328479	-0.221091369098959
EEF1A1	1915	0.0389446101021054	0.195196201647815
EEF1A1P9	441032	0.0282428513927565	0.175428998578904
EEF1A2	1917	0.0648036340635961	0.0723904811191339
EEF1B2	1933	0.309889351635082	0.177173743397652
EEF1D	1936	0.12253135858449	0.205014087746536
EEF1DP3	196549	-0.111806599472634	0.145692763909083
EEF1E1	9521	0.440166917206765	0.115591808570936
EEF1G	1937	0.256600704798048	0.104134322350641
EEF2	1938	-0.299956463523826	-0.0748318095566672
EEF2K	29904	-0.351460936280671	-0.0458940174310193
EEFSEC	60678	-0.254021373945473	-0.0938531424299925
EEPD1	80820	-0.175051134823431	-0.0107756885745501
EFCAB1	79645	-0.212817795739997	0.0906593722533001
EFCAB10	100130771	0.00506173143744301	0.311492808267002
EFCAB2	84288	0.270696665763079	0.368139513870064
EFCAB3	146779	NA	NA
EFCAB4A	283229	0.225392444367776	0.312544255238752
EFCAB4B	84766	-0.155832655642902	-0.0758766849848444
EFCAB5	374786	-0.154432916861759	0.133167401858104
EFCAB6	64800	-0.164217945242613	0.139246079663537
EFCAB7	84455	-0.0272176905952997	-0.0432588284580694
EFEMP1	2202	-0.274038295670174	-0.0103123947526225
EFEMP2	30008	-0.318143210363324	-0.0013980958952496
EFHA1	221154	0.399423347051431	0.276213476592983
EFHA2	286097	-0.258660883708322	-0.0116957046748318
EFHB	151651	-0.15874056367415	0.131849807371629
EFHC1	114327	-0.188204079285673	0.0988080862843671
EFHC2	80258	-0.224623573769684	0.100996410294323
EFHD1	80303	-0.319345802837264	-0.0665648077412783
EFHD2	79180	-0.226946614422895	-0.139554942211489
EFNA1	1942	0.270805096232041	0.271544394884053
EFNA2	1943	NA	NA
EFNA3	1944	0.341403188841519	0.156312378323764
EFNA4	1945	0.2703450881819	0.147135217723453
EFNA5	1946	0.0360399878426444	0.161408610364967
EFNB1	1947	-0.255762832992435	-0.00874508161035675
EFNB2	1948	-0.264039692123184	-0.0492619335124079
EFNB3	1949	-0.211013907029087	-0.0780255797333596
EFR3A	23167	-0.360457379432711	-0.271524680253333
EFR3B	22979	-0.281128991185917	-0.1922554358987
EFS	10278	-0.213244946072271	-0.173940543959519
EFTUD1	79631	-0.0629143152862318	-0.212538505138126
EFTUD2	9343	0.0332832253135858	-0.305131554087911
EGF	1950	0.2829394514404	0.301007910495577
EGFL6	25975	-0.388567157068106	-0.0987423708486327
EGFL7	51162	0.111067300820622	0.367909509844994
EGFL8	80864	0.12986520121245	0.225044152558384
EGFLAM	133584	-0.176227441123077	-0.0814000673583216
EGFR	1956	-0.400021357516614	-0.255099107091517
EGLN1	54583	0.37804283003524	0.219974206691474
EGLN2	112398	-0.250094876660342	0.0638146167557932
EGLN3	112399	0.208313002620403	-0.106595365418895
EGOT	100126791	-0.263737401118805	0.0442609888530192
EGR1	1958	-0.364252445846374	-0.0951904515471878
EGR2	1959	-0.411133837699303	-0.120826043027182
EGR3	1960	-0.33271560823743	-0.0471097529921059
EGR4	1961	-0.378814986405119	-0.21626128457248
EHBP1	23301	0.369880972917026	-0.0854744243738551
EHBP1L1	254102	-0.482576373657968	-0.184747447366043
EHD1	10938	-0.427033687375243	-0.202723904811191
EHD2	30846	-0.270670379588786	-0.0691507101374274
EHD3	30845	-0.267000172503019	-0.118010136605962
EHD4	30844	-0.326383926004419	-0.132336101596064
EHF	26298	-0.122767934153133	0.0588465298142718
EHHADH	1962	-0.0573942186845413	-0.232782145116111
EHMT1	79813	-0.329452836853216	-0.382748055233824
EHMT2	10919	0.0640150488347832	-0.0845084074685593
EI24	9538	0.366016905295843	0.0367628576357229
EID1	23741	0.0774374265835367	0.321327123224656
EID2	163126	0.331207438987325	0.11199060269269
EID2B	126272	-0.324635895413884	-0.0865488717481127
EID3	493861	0.142341276686628	-0.0408569292819767
EIF1	10209	0.463794902125073	0.205999819282552
EIF1AD	84285	0.0345778193975537	-0.229134938432851
EIF1AX	1964	0.375752647099896	0.143198863122962
EIF1AY	9086	NA	NA
EIF1B	10289	0.166442412742223	0.25815158908138
EIF2A	83939	0.347938588925306	0.0469487501745566
EIF2AK1	27102	0.265314571576431	-0.0245299292737623
EIF2AK2	5610	-0.0239746338418065	-0.386467548896391
EIF2AK3	9451	-0.227025472945777	-0.067356678741878
EIF2AK4	440275	-0.00926751932444532	-0.0866967314785152
EIF2B1	1967	0.260379342352777	0.0272866918028208
EIF2B2	8892	0.287030237314867	-0.000852657778653984
EIF2B3	8891	0.199119413161159	-0.0239680622982331
EIF2B4	8890	0.352206806476256	0.121144762890493
EIF2B5	8893	0.181228385782466	-0.0605452738280063
EIF2C1	26523	-0.340739462940602	-0.241167434715822
EIF2C2	27161	0.0193581244814641	-0.324852756351808
EIF2C3	192669	-0.205694242506387	-0.330777002883265
EIF2C4	192670	-0.439296187683284	-0.166481842003664
EIF2S1	1965	0.0787353064392913	-0.211769634540033
EIF2S2	8894	0.26321167763293	-0.0596712585327386
EIF2S3	1968	0.421510305001766	0.101558277269852
EIF3A	8661	0.154094482367727	-0.198074537732982
EIF3B	8662	0.187839358617347	-0.119018868544485
EIF3C	8663	0.0762644060556774	-0.326084920771828
EIF3CL	728689	0.267003458274806	0.264601559098713
EIF3D	8664	0.412697865069782	0.138178203832853
EIF3E	3646	0.368165800044358	0.0957588900662904
EIF3F	8665	0.297409990389118	0.17801818674684
EIF3G	8666	-0.155605937389619	0.0798031822699754
EIF3H	8667	0.318941652907497	0.0104865406573186
EIF3I	8668	0.324231745484117	0.103408166785776
EIF3IP1	442720	0.384105078981739	0.0978026401176306
EIF3J	8669	0.468440983431496	0.0860921494697586
EIF3K	27335	0.254248092198756	0.183032274493375
EIF3L	51386	0.25164904671546	0.283468460698062
EIF3M	10480	0.313204695367883	-0.00212096568832812
EIF4A1	1973	0.428610857832869	0.0931959880726484
EIF4A2	1974	-0.0672416767293428	-0.011728562392699
EIF4A3	9775	0.308486327082153	-0.012786580908023
