hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
CD58	965	ENSG00000116815	44	19	PC3|A375|KELLY|KYSE30|MCF7|DANG|A549|IPC298|SNU761|HT29|HS944T|HCC1806|LCLC103H|ES2|BICR6|YAPC|U251MG|SNGM|AGS	84	18	A375|A549|BICR6|YAPC|U251MG|MCF7|PC3|AGS|IPC298|KELLY|HT29|ES2|LCLC103H|KYSE30|HCC1806|SNU761|SNGM|HS944T	4	3	A549|HCC44|PC3
CD59	966	ENSG00000085063	44	19	AGS|IPC298|A549|KYSE30|LCLC103H|ES2|MCF7|DANG|A375|YAPC|KELLY|BICR6|SNU761|HT29|SNGM|U251MG|HS944T|PC3|HCC1806	37	13	PC3|HS944T|ES2|HT29|YAPC|BICR6|A375|DANG|KYSE30|U251MG|AGS|KELLY|NA	8	5	MCF7|PC3|AGS|U251MG|HT29
CD6	923	ENSG00000013725	20	10	MCF7|A375|YAPC|A549|PC3|HT29|ES2|AGS|BICR6|U251MG	NA	NA	NA	NA	NA	NA
CD63	967	ENSG00000135404	20	10	U251MG|MCF7|ES2|PC3|AGS|A549|A375|YAPC|HT29|BICR6	NA	NA	NA	NA	NA	NA
CD68	968	ENSG00000129226	20	10	ES2|MCF7|U251MG|A549|AGS|YAPC|A375|HT29|PC3|BICR6	NA	NA	NA	NA	NA	NA
CD69	969	ENSG00000110848	20	10	MCF7|U251MG|PC3|ES2|YAPC|HT29|A375|BICR6|AGS|A549	NA	NA	NA	NA	NA	NA
CD7	924	ENSG00000173762	20	10	A549|ES2|YAPC|U251MG|MCF7|AGS|PC3|HT29|A375|BICR6	NA	NA	NA	NA	NA	NA
CD70	970	ENSG00000125726	20	10	U251MG|YAPC|PC3|A375|BICR6|MCF7|A549|AGS|ES2|HT29	9	6	A375|YAPC|HT29|U251MG|A549|BICR6	4	3	A375|U251MG|HT29
CD72	971	ENSG00000137101	20	10	ES2|BICR6|A375|PC3|YAPC|HT29|MCF7|U251MG|AGS|A549	NA	NA	NA	NA	NA	NA
CD74	972	ENSG00000019582	20	10	ES2|HT29|A549|A375|MCF7|BICR6|YAPC|AGS|PC3|U251MG	NA	NA	NA	NA	NA	NA
CD79A	973	ENSG00000105369	20	10	BICR6|MCF7|U251MG|ES2|A549|PC3|AGS|A375|HT29|YAPC	NA	NA	NA	NA	NA	NA
CD79B	974	ENSG00000007312	20	10	ES2|AGS|HT29|MCF7|A549|A375|U251MG|YAPC|PC3|BICR6	10	6	ES2|BICR6|U251MG|SNU761|A549|PC3	4	4	HCC44|AGS|A549|U251MG
CD80	941	ENSG00000121594	20	10	PC3|ES2|YAPC|MCF7|BICR6|U251MG|A375|HT29|A549|AGS	NA	NA	NA	NA	NA	NA
CD81	975	ENSG00000110651	20	10	AGS|A375|ES2|YAPC|MCF7|U251MG|HT29|A549|BICR6|PC3	30	8	YAPC|U251MG|A549|DANG|MCF7|LCLC103H|PC3|NA	9	6	ES2|AGS|YAPC|HT29|U251MG|BICR6
CD82	3732	ENSG00000085117	20	10	ES2|YAPC|BICR6|HT29|MCF7|AGS|U251MG|A375|PC3|A549	NA	NA	NA	NA	NA	NA
CD83	9308	ENSG00000112149	20	10	A549|AGS|MCF7|YAPC|HT29|U251MG|PC3|BICR6|A375|ES2	35	10	ES2|U251MG|HT29|PC3|YAPC|MCF7|BICR6|A375|A549|AGS	1	1	A549
CD84	8832	ENSG00000066294	20	10	BICR6|U251MG|PC3|HT29|YAPC|ES2|MCF7|A549|A375|AGS	NA	NA	NA	NA	NA	NA
CD86	942	ENSG00000114013	20	10	A549|ES2|A375|AGS|PC3|BICR6|MCF7|U251MG|HT29|YAPC	NA	NA	NA	NA	NA	NA
CD8A	925	ENSG00000153563	20	10	ES2|A549|AGS|PC3|HT29|BICR6|A375|YAPC|MCF7|U251MG	NA	NA	NA	NA	NA	NA
CD8B	926	ENSG00000172116	20	10	A549|PC3|AGS|ES2|YAPC|A375|MCF7|U251MG|HT29|BICR6	NA	NA	NA	NA	NA	NA
CD9	928	ENSG00000010278	20	10	A549|PC3|MCF7|AGS|HT29|BICR6|ES2|U251MG|YAPC|A375	NA	NA	NA	NA	NA	NA
CD93	22918	ENSG00000125810	20	10	ES2|BICR6|AGS|PC3|MCF7|HT29|A549|YAPC|U251MG|A375	NA	NA	NA	NA	NA	NA
CD96	10225	ENSG00000153283	20	10	MCF7|BICR6|U251MG|A549|YAPC|ES2|A375|AGS|PC3|HT29	NA	NA	NA	NA	NA	NA
CD99	4267	ENSG00000002586	20	10	HT29|AGS|PC3|ES2|A549|BICR6|U251MG|MCF7|YAPC|A375	30	14	MCF7|BICR6|KYSE30|A549|AGS|YAPC|HT29|DANG|PC3|U251MG|A375|IPC298|ES2|HCC1806	1	1	YAPC
CDA	978	ENSG00000158825	20	10	AGS|YAPC|BICR6|MCF7|A375|PC3|U251MG|ES2|A549|HT29	46	13	U251MG|AGS|A549|YAPC|BICR6|HT29|A375|KELLY|HCC1806|PC3|ES2|MCF7|KYSE30	10	7	A375|YAPC|ES2|PC3|U251MG|AGS|MCF7
CDC123	8872	ENSG00000151465	NA	NA	NA	80	1	NA	8	5	A549|A375|U251MG|ES2|SNGM
CDC14A	8556	ENSG00000079335	20	10	A375|BICR6|MCF7|PC3|HT29|U251MG|ES2|A549|YAPC|AGS	NA	NA	NA	NA	NA	NA
CDC20	991	ENSG00000117399	NA	NA	NA	27	12	BICR6|AGS|ES2|U251MG|A375|DANG|MCF7|PC3|HT29|A549|YAPC|NA	9	6	U251MG|SNU761|ES2|A549|BICR6|AGS
CDC25A	993	ENSG00000164045	54	19	MCF7|U251MG|SNU761|IPC298|A549|AGS|KELLY|KYSE30|YAPC|HT29|PC3|DANG|ES2|SNGM|A375|HCC1806|HS944T|BICR6|LCLC103H	36	11	PC3|DANG|A549|U251MG|A375|AGS|MCF7|HT29|ES2|BICR6|YAPC	4	4	A375|ES2|AGS|MCF7
CDC25B	994	ENSG00000101224	85	19	HS944T|HT29|ES2|AGS|SNU761|MCF7|U251MG|KELLY|IPC298|SNGM|A549|BICR6|LCLC103H|HCC1806|A375|PC3|KYSE30|YAPC|DANG	36	11	AGS|ES2|HT29|A549|U251MG|A375|YAPC|PC3|MCF7|KYSE30|BICR6	26	14	A375|AGS|BICR6|YAPC|HS944T|U251MG|HT29|A549|KELLY|KYSE30|ES2|PC3|MCF7|SNU761
CDC25C	995	ENSG00000158402	18	9	AGS|U251MG|BICR6|ES2|HT29|A375|A549|YAPC|PC3	29	10	HT29|ES2|U251MG|A375|KELLY|AGS|A549|MCF7|PC3|NA	9	5	HT29|U251MG|YAPC|AGS|A375
CDC37	11140	ENSG00000105401	20	10	MCF7|U251MG|PC3|A549|ES2|YAPC|HT29|A375|AGS|BICR6	27	12	MCF7|HT29|HS944T|ES2|YAPC|PC3|DANG|A549|AGS|SNGM|U251MG|NA	8	6	U251MG|HCC1806|A375|PC3|AGS|ES2
CDC42	998	ENSG00000070831	60	10	AGS|PC3|YAPC|MCF7|A375|BICR6|ES2|A549|U251MG|HT29	57	15	A375|HCC44|A549|PC3|YAPC|ES2|MCF7|LCLC103H|SNU761|HT29|BICR6|KYSE30|U251MG|HCC1806|NA	1	1	A375
CDC42BPA	8476	ENSG00000143776	20	10	A375|HT29|ES2|U251MG|MCF7|BICR6|PC3|YAPC|A549|AGS	10	1	NA	NA	NA	NA
CDC42BPB	9578	ENSG00000198752	NA	NA	NA	10	1	NA	NA	NA	NA
CDC42BPG	55561	bioMart	20	10	ES2|MCF7|A549|YAPC|U251MG|BICR6|HT29|A375|PC3|AGS	5	1	NA	NA	NA	NA
CDC42EP5	148170	bioMart	20	10	A549|U251MG|BICR6|YAPC|HT29|A375|AGS|PC3|MCF7|ES2	NA	NA	NA	NA	NA	NA
CDC42SE1	56882	ENSG00000197622	44	19	A549|ES2|KYSE30|HS944T|HT29|U251MG|KELLY|IPC298|BICR6|YAPC|DANG|HCC1806|PC3|SNU761|SNGM|A375|LCLC103H|AGS|MCF7	23	1	NA	8	6	A375|A549|PC3|ES2|AGS|MCF7
CDC42SE2	56990	bioMart	20	10	HT29|A375|A549|YAPC|PC3|ES2|MCF7|BICR6|U251MG|AGS	NA	NA	NA	NA	NA	NA
CDC45	8318	ENSG00000093009	NA	NA	NA	51	14	U251MG|AGS|MCF7|BICR6|SNGM|HT29|A549|YAPC|PC3|HCC1806|A375|SNU761|ES2|IPC298	10	6	A549|ES2|U251MG|YAPC|AGS|A375
CDC6	990	ENSG00000094804	20	10	A375|A549|YAPC|BICR6|U251MG|AGS|PC3|MCF7|HT29|ES2	NA	NA	NA	NA	NA	NA
CDC7	8317	ENSG00000097046	44	19	SNGM|LCLC103H|BICR6|KELLY|ES2|A549|U251MG|KYSE30|PC3|A375|AGS|HCC1806|SNU761|DANG|HT29|MCF7|HS944T|IPC298|YAPC	22	11	BICR6|PC3|AGS|KYSE30|A549|U251MG|A375|ES2|HT29|MCF7|NA	10	6	PC3|YAPC|AGS|BICR6|A375|HT29
CDCA4	55038	ENSG00000170779	NA	NA	NA	78	17	HCC1806|A549|U251MG|HT29|AGS|YAPC|LCLC103H|A375|ES2|PC3|BICR6|MCF7|DANG|IPC298|KYSE30|KELLY|HS944T	1	1	BICR6
CDCA7	83879	bioMart	20	10	PC3|AGS|HT29|A549|A375|ES2|MCF7|YAPC|BICR6|U251MG	NA	NA	NA	NA	NA	NA
CDCA7L	55536	bioMart	NA	NA	NA	168	19	A375|ES2|HUH751|HCC44|A549|U937|DLD1|AGS|HT29|PC3|BICR6|DANG|U251MG|MCF7|LCLC103H|IPC298|YAPC|KELLY|HCC1806	8	6	HCC44|ES2|MCF7|U251MG|PC3|A549
CDCA8	55143	ENSG00000134690	NA	NA	NA	37	11	AGS|U251MG|SNU761|MCF7|ES2|A549|YAPC|IPC298|PC3|A375|BICR6	10	7	A549|PC3|U251MG|MCF7|YAPC|ES2|BICR6
CDCP1	64866	ENSG00000163814	20	10	MCF7|U251MG|A549|PC3|A375|YAPC|AGS|HT29|ES2|BICR6	NA	NA	NA	NA	NA	NA
CDH1	999	ENSG00000039068	20	10	BICR6|A375|U251MG|YAPC|A549|MCF7|ES2|PC3|AGS|HT29	40	14	A375|U251MG|A549|YAPC|PC3|HCC1806|MCF7|HT29|ES2|LCLC103H|HS944T|AGS|BICR6|IPC298	20	13	IPC298|A549|YAPC|ES2|AGS|MCF7|A375|BICR6|HT29|SNGM|U251MG|PC3|KELLY
CDH11	1009	ENSG00000140937	20	10	A375|PC3|AGS|ES2|YAPC|A549|U251MG|BICR6|HT29|MCF7	24	1	NA	9	7	BICR6|HT29|HCC1806|U251MG|A375|AGS|PC3
CDH3	1001	ENSG00000062038	44	19	HCC1806|A549|YAPC|BICR6|KYSE30|HT29|HS944T|U251MG|PC3|IPC298|ES2|LCLC103H|MCF7|SNGM|SNU761|AGS|DANG|KELLY|A375	39	13	HCC1806|A375|YAPC|DANG|A549|MCF7|BICR6|HT29|ES2|PC3|U251MG|AGS|KELLY	1	1	U251MG
CDH5	1003	ENSG00000179776	20	10	YAPC|MCF7|A549|AGS|A375|ES2|PC3|BICR6|U251MG|HT29	8	5	MCF7|AGS|PC3|A375|A549	29	11	ES2|A375|AGS|IPC298|HT29|PC3|A549|U251MG|SNGM|BICR6|MCF7
CDH6	1004	ENSG00000113361	20	10	A375|MCF7|U251MG|ES2|A549|BICR6|HT29|AGS|PC3|YAPC	NA	NA	NA	NA	NA	NA
CDHR3	222256	bioMart	20	10	MCF7|ES2|PC3|AGS|U251MG|HT29|A375|A549|BICR6|YAPC	NA	NA	NA	NA	NA	NA
CDHR4	389118	bioMart	20	10	MCF7|BICR6|U251MG|PC3|A375|YAPC|HT29|ES2|A549|AGS	NA	NA	NA	NA	NA	NA
CDIPT	10423	ENSG00000103502	18	9	BICR6|PC3|AGS|HT29|A549|YAPC|A375|U251MG|ES2	27	1	NA	9	8	PC3|HT29|BICR6|YAPC|LCLC103H|ES2|A375|MCF7
CDK1	983	ENSG00000170312	44	19	HT29|YAPC|SNGM|BICR6|DANG|AGS|A549|A375|ES2|KYSE30|HS944T|SNU761|LCLC103H|PC3|U251MG|KELLY|HCC1806|IPC298|MCF7	89	16	ES2|A375|PC3|HT29|A549|AGS|KYSE30|BICR6|U251MG|YAPC|SNGM|MCF7|DANG|HS944T|IPC298|NA	8	8	MCF7|PC3|A375|AGS|A549|U251MG|ES2|YAPC
CDK10	8558	ENSG00000185324	20	10	AGS|U251MG|A549|MCF7|HT29|ES2|BICR6|YAPC|A375|PC3	68	1	NA	8	6	MCF7|HT29|BICR6|AGS|U251MG|YAPC
