hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
HINT3	135114	bioMart	20	10	A549|A375|HT29|BICR6|YAPC|U251MG|AGS|PC3|ES2|MCF7	NA	NA	NA	NA	NA	NA
HIP1R	9026	ENSG00000130787	20	10	HT29|BICR6|A375|MCF7|PC3|ES2|AGS|U251MG|YAPC|A549	NA	NA	NA	NA	NA	NA
HIPK1	204851	ENSG00000163349	20	10	U251MG|MCF7|AGS|A375|BICR6|A549|ES2|PC3|YAPC|HT29	40	12	HT29|AGS|A375|HCC1806|SNU761|A549|PC3|BICR6|U251MG|YAPC|ES2|NA	5	5	PC3|YAPC|U251MG|BICR6|MCF7
HIPK2	28996	ENSG00000064393	20	10	BICR6|HT29|ES2|AGS|U251MG|MCF7|A549|PC3|A375|YAPC	5	1	NA	NA	NA	NA
HIPK3	10114	ENSG00000110422	20	10	U251MG|BICR6|A375|A549|YAPC|AGS|HT29|PC3|ES2|MCF7	9	1	NA	NA	NA	NA
HIPK4	147746	bioMart	20	10	AGS|U251MG|A549|BICR6|PC3|MCF7|YAPC|HT29|A375|ES2	10	1	NA	NA	NA	NA
HIST1H1B	3009	ENSG00000184357	NA	NA	NA	10	7	A375|U251MG|HT29|MCF7|PC3|IPC298|YAPC	4	4	ES2|A375|AGS|KYSE30
HIST1H1C	3006	ENSG00000187837	NA	NA	NA	12	9	A549|HT29|ES2|YAPC|A375|AGS|U251MG|BICR6|PC3	8	7	ES2|HCC44|AGS|BICR6|YAPC|HT29|MCF7
HIST1H1E	3008	ENSG00000168298	NA	NA	NA	6	5	A375|YAPC|PC3|U251MG|HT29	22	12	HCC44|A549|U251MG|ES2|MCF7|AGS|YAPC|A375|KELLY|HT29|SNGM|HCC1806
HIST1H2AC	8334	ENSG00000180573	20	10	ES2|MCF7|YAPC|A375|PC3|A549|U251MG|BICR6|AGS|HT29	30	11	LCLC103H|HT29|YAPC|AGS|ES2|BICR6|U251MG|A375|PC3|A549|NA	9	7	AGS|A549|PC3|YAPC|U251MG|ES2|BICR6
HIST1H2BD	3017	ENSG00000158373	NA	NA	NA	42	14	HT29|A375|YAPC|BICR6|PC3|KYSE30|U251MG|ES2|IPC298|AGS|A549|MCF7|SNGM|LCLC103H	1	1	U251MG
HIST1H2BJ	8970	ENSG00000124635	20	10	PC3|AGS|A375|YAPC|MCF7|ES2|BICR6|A549|HT29|U251MG	NA	NA	NA	NA	NA	NA
HIST1H2BK	85236	ENSG00000197903	20	10	BICR6|U251MG|MCF7|AGS|YAPC|HT29|PC3|A549|A375|ES2	45	11	YAPC|PC3|HT29|BICR6|A549|U251MG|A375|ES2|LCLC103H|HS944T|MCF7	9	8	ES2|YAPC|U251MG|A375|A549|MCF7|AGS|BICR6
HIST1H3A	8350	ENSG00000275714	NA	NA	NA	9	6	A375|ES2|A549|AGS|YAPC|HT29	4	3	ES2|U251MG|PC3
HIST2H2BE	8349	ENSG00000184678	NA	NA	NA	48	13	PC3|BICR6|LCLC103H|A375|HT29|YAPC|A549|DANG|MCF7|ES2|AGS|HCC1806|U251MG	6	4	U251MG|HT29|PC3|A375
HIVEP1	3096	ENSG00000095951	20	10	YAPC|AGS|BICR6|ES2|MCF7|PC3|A375|A549|HT29|U251MG	NA	NA	NA	NA	NA	NA
HIVEP2	3097	ENSG00000010818	20	10	ES2|AGS|A549|MCF7|YAPC|PC3|BICR6|U251MG|HT29|A375	NA	NA	NA	NA	NA	NA
HIVEP3	59269	ENSG00000127124	20	10	YAPC|MCF7|A375|U251MG|BICR6|A549|HT29|ES2|PC3|AGS	NA	NA	NA	NA	NA	NA
HK1	3098	ENSG00000156515	64	19	SNGM|ES2|MCF7|U251MG|A549|LCLC103H|BICR6|YAPC|A375|KYSE30|SNU761|HT29|HCC1806|IPC298|DANG|HS944T|KELLY|PC3|AGS	95	16	A375|ES2|IPC298|AGS|BICR6|YAPC|A549|U251MG|LCLC103H|PC3|SNGM|MCF7|SNU761|HT29|HS944T|NA	10	8	A375|U251MG|HT29|PC3|AGS|HCC1806|A549|KELLY
HK2	3099	ENSG00000159399	20	10	ES2|HT29|PC3|AGS|MCF7|BICR6|A549|U251MG|YAPC|A375	10	1	NA	NA	NA	NA
HK3	3101	ENSG00000160883	20	10	MCF7|HT29|ES2|U251MG|A549|YAPC|BICR6|PC3|AGS|A375	10	1	NA	NA	NA	NA
HKDC1	80201	ENSG00000156510	20	10	U251MG|AGS|YAPC|BICR6|PC3|HT29|A375|MCF7|ES2|A549	5	1	NA	NA	NA	NA
HLA-A	3105	ENSG00000206503	20	10	MCF7|A375|AGS|BICR6|YAPC|U251MG|ES2|PC3|HT29|A549	36	8	HCC44|A549|PC3|U251MG|BICR6|ES2|IPC298|NA	21	10	A375|ES2|A549|AGS|YAPC|MCF7|HT29|IPC298|U251MG|BICR6
HLA-B	3106	ENSG00000234745	NA	NA	NA	9	6	HCC44|A375|HCC1806|YAPC|BICR6|LCLC103H	4	2	A375|A549
HLA-DMA	3108	ENSG00000204257	20	10	AGS|HT29|YAPC|A549|U251MG|A375|BICR6|PC3|MCF7|ES2	33	13	BICR6|HT29|A375|KELLY|AGS|DANG|U251MG|A549|PC3|ES2|YAPC|MCF7|NA	9	7	KYSE30|A375|A549|ES2|PC3|KELLY|YAPC
HLA-DMB	3109	ENSG00000242574	20	10	U251MG|YAPC|BICR6|A549|ES2|MCF7|HT29|A375|PC3|AGS	30	9	AGS|A549|A375|PC3|HT29|BICR6|U251MG|ES2|NA	9	6	A375|AGS|A549|ES2|U251MG|YAPC
HLA-DOA	3111	ENSG00000204252	20	10	MCF7|HT29|ES2|A549|YAPC|PC3|A375|U251MG|BICR6|AGS	NA	NA	NA	NA	NA	NA
HLA-DOB	3112	ENSG00000241106	20	10	MCF7|A375|AGS|PC3|YAPC|HT29|A549|ES2|U251MG|BICR6	NA	NA	NA	NA	NA	NA
HLA-DPA1	3113	ENSG00000231389	20	10	MCF7|PC3|YAPC|U251MG|AGS|HT29|A375|BICR6|ES2|A549	30	9	SNGM|ES2|MCF7|HT29|U251MG|AGS|YAPC|BICR6|NA	9	7	A375|HT29|ES2|BICR6|U251MG|AGS|MCF7
HLA-DPB1	3115	ENSG00000223865	20	10	AGS|MCF7|A549|PC3|HT29|U251MG|YAPC|ES2|A375|BICR6	27	1	NA	8	7	AGS|A549|IPC298|U251MG|BICR6|HT29|PC3
HLA-DQA1	3117	ENSG00000196735	20	10	AGS|A375|MCF7|U251MG|BICR6|PC3|HT29|ES2|A549|YAPC	33	10	YAPC|A549|PC3|LCLC103H|BICR6|HT29|U251MG|AGS|ES2|NA	9	4	ES2|HT29|MCF7|PC3
HLA-DQB1	3119	ENSG00000179344	20	10	MCF7|A549|YAPC|PC3|ES2|HT29|AGS|U251MG|A375|BICR6	30	10	ES2|BICR6|HT29|A549|U251MG|KELLY|YAPC|PC3|A375|NA	8	5	A549|PC3|HT29|AGS|BICR6
HLA-DQB2	3120	ENSG00000232629	20	10	MCF7|AGS|A375|A549|BICR6|ES2|HT29|YAPC|PC3|U251MG	NA	NA	NA	NA	NA	NA
HLA-DRA	3122	ENSG00000204287	28	11	A549|ES2|HS944T|HT29|PC3|AGS|U251MG|A375|MCF7|YAPC|BICR6	24	1	NA	8	6	ES2|HT29|BICR6|KELLY|AGS|PC3
HLA-DRB1	3123	ENSG00000196126	20	10	AGS|YAPC|ES2|U251MG|A549|A375|BICR6|HT29|PC3|MCF7	28	10	BICR6|A549|U251MG|A375|ES2|HT29|YAPC|MCF7|AGS|NA	9	7	MCF7|ES2|BICR6|KYSE30|A375|AGS|PC3
HLA-DRB3	3125	bioMart	NA	NA	NA	26	1	NA	8	5	A549|AGS|U251MG|YAPC|HT29
HLA-DRB4	3126	bioMart	NA	NA	NA	29	9	ES2|MCF7|AGS|KELLY|HT29|A549|YAPC|BICR6|NA	8	6	YAPC|A549|AGS|U251MG|HT29|A375
HLA-DRB5	3127	bioMart	20	10	PC3|ES2|MCF7|BICR6|YAPC|U251MG|HT29|A549|A375|AGS	30	10	SNGM|A549|BICR6|AGS|PC3|ES2|MCF7|U251MG|A375|NA	8	7	PC3|ES2|HT29|LCLC103H|A375|YAPC|AGS
HLCS	3141	ENSG00000159267	18	9	BICR6|AGS|ES2|U251MG|YAPC|PC3|HT29|A549|A375	NA	NA	NA	NA	NA	NA
HLF	3131	ENSG00000108924	NA	NA	NA	88	15	BICR6|PC3|AGS|U251MG|MCF7|A549|KELLY|HT29|ES2|SNU761|YAPC|A375|DANG|HCC1806|LCLC103H	4	4	YAPC|A549|HT29|BICR6
HLTF	6596	ENSG00000071794	44	19	KELLY|A375|YAPC|DANG|AGS|U251MG|HT29|KYSE30|SNGM|ES2|MCF7|PC3|HCC1806|BICR6|HS944T|LCLC103H|SNU761|IPC298|A549	NA	NA	NA	NA	NA	NA
HLX	3142	ENSG00000136630	20	10	MCF7|YAPC|A549|ES2|HT29|PC3|A375|AGS|U251MG|BICR6	NA	NA	NA	NA	NA	NA
HM13	81502	bioMart	20	10	ES2|YAPC|BICR6|U251MG|PC3|A549|MCF7|AGS|A375|HT29	NA	NA	NA	NA	NA	NA
HMBOX1	79618	ENSG00000147421	NA	NA	NA	30	11	HT29|A375|YAPC|A549|LCLC103H|MCF7|U251MG|ES2|BICR6|HCC1806|NA	9	7	A375|KYSE30|U251MG|PC3|HT29|BICR6|YAPC
HMCN2	256158	bioMart	20	10	YAPC|PC3|MCF7|ES2|BICR6|AGS|A549|A375|U251MG|HT29	NA	NA	NA	NA	NA	NA
HMG20B	10362	ENSG00000064961	NA	NA	NA	37	13	BICR6|AGS|HT29|ES2|SNGM|A549|KYSE30|MCF7|U251MG|YAPC|A375|KELLY|PC3	16	9	A375|A549|TF1|HT29|KELLY|MCF7|SNU761|U251MG|AGS
HMGA1	3159	ENSG00000137309	NA	NA	NA	33	13	KELLY|A375|U251MG|AGS|YAPC|ES2|BICR6|MCF7|SNU761|PC3|HT29|A549|IPC298	8	5	SNGM|PC3|YAPC|U251MG|ES2
HMGA2	8091	ENSG00000149948	NA	NA	NA	30	11	KELLY|MCF7|YAPC|PC3|U251MG|KYSE30|BICR6|A375|AGS|HT29|NA	9	6	A375|HT29|BICR6|MCF7|U251MG|IPC298
HMGB1	3146	ENSG00000189403	NA	NA	NA	24	1	NA	9	6	AGS|A549|HCC1806|ES2|DANG|HT29
HMGB2	3148	ENSG00000164104	NA	NA	NA	27	1	NA	9	7	HS944T|BICR6|U251MG|ES2|AGS|HCC1806|A549
HMGB3	3149	ENSG00000029993	NA	NA	NA	30	12	SNU761|MCF7|YAPC|BICR6|ES2|A375|U251MG|A549|KYSE30|HT29|AGS|NA	8	5	A375|A549|YAPC|MCF7|LCLC103H
HMGB4	127540	bioMart	NA	NA	NA	27	1	NA	NA	NA	NA
HMGCL	3155	ENSG00000117305	NA	NA	NA	75	14	HT29|MCF7|A549|BICR6|PC3|A375|U251MG|AGS|ES2|YAPC|SNU761|LCLC103H|HS944T|KELLY	4	3	U251MG|ES2|PC3
HMGCR	3156	ENSG00000113161	44	19	YAPC|PC3|ES2|U251MG|DANG|HS944T|A549|LCLC103H|SNGM|KELLY|BICR6|SNU761|MCF7|HT29|AGS|IPC298|A375|KYSE30|HCC1806	107	18	HT29|YAPC|PC3|U251MG|BICR6|AGS|A549|MCF7|SNU761|KELLY|ES2|A375|DANG|SNGM|HCC1806|LCLC103H|IPC298|NA	1	1	HT29
HMGCS1	3157	ENSG00000112972	44	19	A549|SNGM|HT29|DANG|U251MG|PC3|ES2|MCF7|HCC1806|BICR6|A375|IPC298|LCLC103H|KYSE30|AGS|KELLY|YAPC|HS944T|SNU761	75	14	U251MG|PC3|BICR6|SNU761|MCF7|ES2|A549|YAPC|LCLC103H|HT29|A375|HCC1806|AGS|SNGM	1	1	HCC1806
HMGCS2	3158	ENSG00000134240	NA	NA	NA	37	12	ES2|HCC1806|A375|SNGM|A549|PC3|U251MG|AGS|BICR6|MCF7|LCLC103H|NA	8	6	YAPC|MCF7|KELLY|HT29|ES2|A375
HMGN3	9324	ENSG00000118418	NA	NA	NA	24	1	NA	8	5	ES2|PC3|MCF7|A375|HT29
HMGN4	10473	ENSG00000182952	NA	NA	NA	27	1	NA	9	8	A375|AGS|YAPC|KYSE30|MCF7|U251MG|HT29|BICR6
HMGN5	79366	ENSG00000198157	NA	NA	NA	24	1	NA	9	7	KYSE30|U251MG|A549|YAPC|ES2|SNU761|BICR6
HMMR	3161	ENSG00000072571	20	10	PC3|A375|MCF7|U251MG|HT29|A549|YAPC|BICR6|ES2|AGS	24	1	NA	NA	NA	NA
HMOX1	3162	ENSG00000100292	44	19	KELLY|A549|A375|U251MG|BICR6|KYSE30|HT29|HS944T|MCF7|IPC298|PC3|SNGM|SNU761|YAPC|ES2|AGS|DANG|HCC1806|LCLC103H	37	10	YAPC|HT29|A375|U251MG|A549|MCF7|AGS|PC3|BICR6|ES2	2	1	A375
HMOX2	3163	ENSG00000103415	20	10	ES2|A549|HT29|BICR6|A375|U251MG|MCF7|AGS|YAPC|PC3	30	12	HCC1806|HT29|AGS|A375|BICR6|PC3|YAPC|U251MG|MCF7|IPC298|ES2|NA	9	5	ES2|A549|YAPC|HT29|PC3
HNF1A	6927	ENSG00000135100	NA	NA	NA	30	10	BICR6|LCLC103H|A375|U251MG|MCF7|PC3|A549|YAPC|ES2|NA	9	7	A549|HS944T|PC3|LCLC103H|U251MG|DANG|BICR6
HNF1B	6928	ENSG00000275410	24	11	DLD1|U251MG|BICR6|PC3|MCF7|A375|ES2|HT29|AGS|A549|YAPC	47	14	PC3|YAPC|AGS|BICR6|ES2|HS944T|U251MG|KYSE30|A375|LCLC103H|A549|IPC298|HCC1806|NA	5	4	ES2|HT29|LCLC103H|A375
HNF4A	3172	ENSG00000101076	20	10	HT29|BICR6|U251MG|A549|YAPC|AGS|A375|ES2|MCF7|PC3	74	16	MCF7|KELLY|A375|YAPC|AGS|U251MG|HCC1806|HT29|A549|BICR6|ES2|IPC298|DANG|PC3|SNU761|NA	1	1	A375
HNF4G	3174	ENSG00000164749	NA	NA	NA	33	10	HT29|MCF7|PC3|BICR6|ES2|A375|U251MG|YAPC|A549|NA	9	7	YAPC|U251MG|A549|ES2|PC3|LCLC103H|A375
HNMT	3176	ENSG00000150540	20	10	AGS|MCF7|PC3|HT29|A549|A375|ES2|U251MG|BICR6|YAPC	30	11	YAPC|BICR6|PC3|HT29|U251MG|KYSE30|A549|IPC298|AGS|A375|NA	8	6	U251MG|BICR6|ES2|SNU761|HT29|YAPC
HNRNPAB	3182	ENSG00000197451	20	10	MCF7|HT29|A549|AGS|PC3|U251MG|ES2|A375|BICR6|YAPC	NA	NA	NA	NA	NA	NA
HNRNPM	4670	ENSG00000099783	20	10	A549|U251MG|ES2|YAPC|MCF7|PC3|BICR6|A375|HT29|AGS	NA	NA	NA	NA	NA	NA
HOMER2	9455	ENSG00000103942	44	19	IPC298|KYSE30|ES2|PC3|A549|SNGM|HCC1806|YAPC|U251MG|LCLC103H|DANG|HS944T|BICR6|KELLY|AGS|A375|SNU761|MCF7|HT29	49	12	ES2|A549|BICR6|HT29|YAPC|A375|U251MG|PC3|MCF7|SNGM|HS944T|AGS	8	5	A375|ES2|A549|PC3|AGS
HOMEZ	57594	bioMart	NA	NA	NA	37	11	U251MG|ES2|A549|HS944T|A375|AGS|HT29|PC3|BICR6|DANG|NA	8	6	A375|AGS|A549|ES2|BICR6|U251MG
HOOK2	29911	ENSG00000095066	NA	NA	NA	40	12	A375|ES2|HT29|BICR6|A549|PC3|YAPC|AGS|SNGM|U251MG|MCF7|DANG	25	11	MCF7|YAPC|A549|PC3|BICR6|SNU761|HT29|ES2|AGS|HS944T|HCC1806
HOPX	84525	ENSG00000171476	20	10	A549|MCF7|PC3|U251MG|HT29|AGS|BICR6|YAPC|A375|ES2	33	12	HT29|KELLY|IPC298|YAPC|AGS|ES2|A549|BICR6|PC3|U251MG|A375|NA	1	1	DANG
HORMAD2	150280	bioMart	20	10	MCF7|A375|A549|YAPC|AGS|HT29|U251MG|ES2|BICR6|PC3	46	13	A375|PC3|YAPC|A549|AGS|MCF7|KELLY|ES2|U251MG|HS944T|HT29|DANG|BICR6	1	1	ES2
HOXA1	3198	ENSG00000105991	NA	NA	NA	27	1	NA	9	7	U251MG|ES2|A375|MCF7|BICR6|YAPC|AGS
HOXA10	3206	ENSG00000253293	44	19	AGS|HS944T|BICR6|SNGM|ES2|A549|MCF7|DANG|KELLY|A375|U251MG|HCC1806|SNU761|PC3|KYSE30|HT29|YAPC|IPC298|LCLC103H	81	15	A375|KELLY|AGS|MCF7|KYSE30|U251MG|BICR6|PC3|ES2|YAPC|A549|LCLC103H|HT29|HCC1806|SNGM	1	1	HT29
HOXA13	3209	bioMart	20	10	BICR6|U251MG|HT29|A375|A549|ES2|AGS|YAPC|PC3|MCF7	NA	NA	NA	NA	NA	NA
HOXA2	3199	ENSG00000105996	NA	NA	NA	27	13	U251MG|KYSE30|SNU761|PC3|YAPC|A549|A375|HT29|ES2|BICR6|AGS|MCF7|NA	9	8	HT29|MCF7|AGS|U251MG|YAPC|PC3|A375|ES2
HOXA3	3200	ENSG00000105997	20	10	U251MG|AGS|A549|PC3|HT29|YAPC|BICR6|MCF7|ES2|A375	NA	NA	NA	NA	NA	NA
HOXA5	3202	ENSG00000106004	NA	NA	NA	79	14	U251MG|HT29|YAPC|AGS|LCLC103H|HCC1806|PC3|MCF7|ES2|A549|A375|SNGM|BICR6|SNU761	1	1	AGS
HOXA6	3203	ENSG00000106006	NA	NA	NA	30	8	HCC1806|YAPC|A549|PC3|ES2|AGS|HT29|NA	8	8	BICR6|IPC298|MCF7|YAPC|PC3|HT29|A375|AGS
HOXA9	3205	bioMart	20	10	BICR6|U251MG|AGS|A375|HT29|PC3|A549|YAPC|ES2|MCF7	38	11	PC3|SNGM|ES2|HT29|U251MG|BICR6|A375|YAPC|AGS|MCF7|A549	1	1	A549
HOXB13	10481	ENSG00000159184	20	10	BICR6|YAPC|A549|PC3|HT29|ES2|AGS|MCF7|A375|U251MG	24	1	NA	9	7	PC3|A375|AGS|U251MG|IPC298|MCF7|HT29
HOXB2	3212	ENSG00000173917	NA	NA	NA	27	1	NA	9	6	ES2|A375|HT29|KYSE30|BICR6|PC3
HOXB4	3214	bioMart	NA	NA	NA	27	1	NA	NA	NA	NA
HOXB5	3215	ENSG00000120075	NA	NA	NA	27	1	NA	9	6	PC3|MCF7|AGS|BICR6|A375|A549
HOXB7	3217	ENSG00000260027	NA	NA	NA	36	11	HT29|ES2|YAPC|A549|U251MG|A375|PC3|AGS|SNGM|KYSE30|NA	9	8	A549|U251MG|SNU761|PC3|YAPC|A375|ES2|DANG
HOXB8	3218	ENSG00000120068	20	10	U251MG|MCF7|HT29|A375|AGS|A549|ES2|PC3|BICR6|YAPC	NA	NA	NA	NA	NA	NA
HOXC10	3226	ENSG00000180818	NA	NA	NA	30	9	A375|PC3|A549|BICR6|AGS|U251MG|HT29|YAPC|NA	8	6	ES2|A375|U251MG|YAPC|LCLC103H|MCF7
HOXC4	3221	ENSG00000198353	NA	NA	NA	27	1	NA	8	7	HT29|AGS|MCF7|YAPC|U251MG|PC3|ES2
HOXC9	3225	bioMart	NA	NA	NA	39	11	KYSE30|A375|A549|YAPC|AGS|ES2|PC3|U251MG|MCF7|HT29|BICR6	8	5	ES2|MCF7|HT29|YAPC|PC3
HPD	3242	ENSG00000158104	44	19	KELLY|KYSE30|BICR6|AGS|HS944T|SNU761|IPC298|A549|DANG|SNGM|LCLC103H|A375|HCC1806|ES2|U251MG|HT29|MCF7|YAPC|PC3	27	1	NA	9	5	LCLC103H|PC3|A549|AGS|BICR6
HPGD	3248	ENSG00000164120	NA	NA	NA	31	10	BICR6|AGS|A375|HT29|YAPC|ES2|MCF7|PC3|U251MG|NA	8	7	HCC1806|U251MG|YAPC|A549|KELLY|IPC298|A375
HPGDS	27306	ENSG00000163106	18	9	HT29|PC3|BICR6|ES2|AGS|A375|A549|U251MG|YAPC	NA	NA	NA	NA	NA	NA
HPN	3249	ENSG00000105707	18	9	PC3|U251MG|ES2|HT29|BICR6|AGS|A549|A375|YAPC	24	1	NA	9	7	MCF7|U251MG|A549|A375|AGS|KELLY|ES2
HPRT1	3251	ENSG00000165704	44	19	ES2|AGS|HS944T|BICR6|MCF7|SNGM|LCLC103H|IPC298|DANG|KELLY|U251MG|PC3|A549|KYSE30|HT29|SNU761|HCC1806|A375|YAPC	90	14	A549|ES2|HS944T|MCF7|HT29|YAPC|PC3|A375|U251MG|BICR6|KYSE30|AGS|SNGM|LCLC103H	4	4	A375|ES2|A549|AGS
HPS1	3257	ENSG00000107521	20	10	BICR6|MCF7|PC3|A375|ES2|YAPC|U251MG|AGS|A549|HT29	NA	NA	NA	NA	NA	NA
HPS4	89781	ENSG00000100099	20	10	MCF7|ES2|BICR6|AGS|PC3|A375|HT29|A549|YAPC|U251MG	NA	NA	NA	NA	NA	NA
HPS6	79803	ENSG00000166189	20	10	YAPC|A549|HT29|ES2|A375|AGS|MCF7|U251MG|BICR6|PC3	NA	NA	NA	NA	NA	NA
HPSE	10855	ENSG00000173083	18	9	PC3|ES2|A549|AGS|A375|YAPC|U251MG|BICR6|HT29	NA	NA	NA	NA	NA	NA
HRAS	3265	ENSG00000174775	18	9	ES2|PC3|AGS|YAPC|A549|A375|BICR6|U251MG|HT29	163	17	ES2|A375|HS944T|A549|HT29|PC3|LCLC103H|U251MG|BICR6|YAPC|SNGM|KYSE30|AGS|HCC1806|MCF7|SNU761|NA	9	6	ES2|A375|MCF7|U251MG|LCLC103H|YAPC
HRH1	3269	ENSG00000196639	NA	NA	NA	38	11	U251MG|BICR6|HT29|ES2|KELLY|AGS|PC3|YAPC|A375|A549|NA	9	8	AGS|A549|PC3|HT29|U251MG|MCF7|A375|HS944T
HRH2	3274	ENSG00000113749	20	10	ES2|MCF7|U251MG|HT29|YAPC|BICR6|A549|AGS|A375|PC3	NA	NA	NA	NA	NA	NA
HRH3	11255	ENSG00000101180	20	10	A375|HT29|A549|BICR6|MCF7|YAPC|U251MG|AGS|ES2|PC3	NA	NA	NA	NA	NA	NA
HRH4	59340	ENSG00000134489	20	10	HT29|MCF7|A375|PC3|BICR6|YAPC|U251MG|AGS|ES2|A549	NA	NA	NA	NA	NA	NA
HRK	8739	ENSG00000135116	20	10	MCF7|A549|YAPC|PC3|A375|AGS|BICR6|ES2|HT29|U251MG	NA	NA	NA	NA	NA	NA
HS2ST1	9653	ENSG00000153936	NA	NA	NA	74	12	YAPC|BICR6|A549|MCF7|ES2|PC3|AGS|HT29|U251MG|HS944T|A375|SNU761	10	7	AGS|BICR6|HT29|ES2|MCF7|U251MG|PC3
HS3ST3A1	9955	ENSG00000153976	NA	NA	NA	34	12	AGS|PC3|BICR6|ES2|A375|A549|U251MG|SNU761|HT29|MCF7|YAPC|KYSE30	9	7	A549|MCF7|A375|YAPC|ES2|HT29|SNGM
HSBP1	3281	ENSG00000230989	NA	NA	NA	24	1	NA	NA	NA	NA
HSD11B1	3290	ENSG00000117594	20	10	U251MG|HT29|A549|MCF7|BICR6|A375|AGS|PC3|YAPC|ES2	NA	NA	NA	NA	NA	NA
HSD11B2	3291	ENSG00000176387	18	9	A549|YAPC|U251MG|BICR6|HT29|AGS|A375|PC3|ES2	NA	NA	NA	NA	NA	NA
HSD17B1	3292	ENSG00000108786	20	10	HT29|ES2|A375|U251MG|BICR6|AGS|A549|YAPC|MCF7|PC3	NA	NA	NA	NA	NA	NA
HSD17B10	3028	ENSG00000072506	60	10	AGS|MCF7|HT29|ES2|BICR6|A549|YAPC|U251MG|A375|PC3	79	15	BICR6|AGS|PC3|ES2|A375|YAPC|HT29|A549|MCF7|IPC298|KELLY|SNGM|U251MG|HS944T|KYSE30	4	4	A549|BICR6|ES2|MCF7
HSD17B11	51170	ENSG00000198189	NA	NA	NA	55	13	A375|U251MG|YAPC|HT29|MCF7|LCLC103H|BICR6|SNU761|ES2|A549|AGS|KELLY|PC3	9	6	A375|BICR6|MCF7|PC3|A549|SNU761
HSD17B2	3294	ENSG00000086696	18	9	HT29|A375|PC3|AGS|YAPC|U251MG|ES2|BICR6|A549	24	1	NA	8	8	DANG|ES2|PC3|MCF7|BICR6|A375|A549|YAPC
HSD17B3	3293	ENSG00000130948	18	9	PC3|ES2|BICR6|YAPC|AGS|A375|U251MG|HT29|A549	NA	NA	NA	NA	NA	NA
HSD17B4	3295	ENSG00000133835	18	9	AGS|A375|A549|BICR6|HT29|PC3|YAPC|U251MG|ES2	24	1	NA	8	6	AGS|ES2|HT29|BICR6|A549|U251MG
HSD17B6	8630	ENSG00000025423	18	9	A549|ES2|AGS|U251MG|YAPC|PC3|BICR6|A375|HT29	NA	NA	NA	NA	NA	NA
HSD17B7	51478	ENSG00000132196	18	9	YAPC|BICR6|A375|U251MG|AGS|ES2|PC3|A549|HT29	35	10	YAPC|HT29|ES2|AGS|BICR6|MCF7|PC3|U251MG|A375|A549	1	1	A375
HSD17B8	7923	ENSG00000204228	18	9	YAPC|BICR6|ES2|AGS|A375|HT29|PC3|A549|U251MG	38	9	A549|HCC1806|A375|MCF7|AGS|PC3|BICR6|HT29|NA	9	7	HT29|A549|MCF7|PC3|BICR6|SNU761|HCC1806
HSD3B1	3283	ENSG00000203857	20	10	BICR6|MCF7|AGS|PC3|U251MG|A549|ES2|YAPC|A375|HT29	NA	NA	NA	NA	NA	NA
HSD3B2	3284	ENSG00000203859	18	9	YAPC|A375|ES2|U251MG|A549|AGS|HT29|PC3|BICR6	NA	NA	NA	NA	NA	NA
HSD3B7	80270	bioMart	20	10	A375|PC3|A549|YAPC|HT29|AGS|BICR6|U251MG|ES2|MCF7	NA	NA	NA	NA	NA	NA
HSF1	3297	ENSG00000185122	NA	NA	NA	30	9	DANG|KELLY|ES2|HT29|U251MG|LCLC103H|BICR6|PC3|NA	9	5	U251MG|PC3|HT29|ES2|YAPC
HSF2	3298	ENSG00000025156	NA	NA	NA	30	9	A375|A549|HT29|AGS|YAPC|PC3|BICR6|U251MG|NA	9	7	U251MG|A549|BICR6|A375|HT29|YAPC|ES2
HSF5	124535	bioMart	20	10	YAPC|A549|U251MG|ES2|AGS|PC3|A375|BICR6|MCF7|HT29	24	1	NA	9	7	BICR6|A375|U251MG|A549|YAPC|AGS|MCF7
HSP90AA1	3320	ENSG00000080824	20	10	PC3|A375|HT29|YAPC|ES2|U251MG|AGS|MCF7|BICR6|A549	76	17	HCC44|DLD1|HCC1806|BICR6|AGS|PC3|MCF7|YAPC|HT29|ES2|DANG|A549|SNGM|A375|U251MG|IPC298|NA	49	12	A375|A549|U251MG|MCF7|ES2|PC3|YAPC|HT29|DANG|BICR6|AGS|SNU761
HSP90AB1	3326	ENSG00000096384	44	19	ES2|HCC1806|HT29|PC3|U251MG|DANG|SNU761|KELLY|A549|MCF7|BICR6|SNGM|HS944T|LCLC103H|A375|KYSE30|IPC298|AGS|YAPC	44	12	U251MG|PC3|HT29|MCF7|A375|A549|HCC1806|AGS|YAPC|ES2|BICR6|KYSE30	9	7	U251MG|DANG|A549|PC3|A375|KELLY|HS944T
HSP90B1	7184	ENSG00000166598	18	9	ES2|YAPC|HT29|U251MG|PC3|AGS|A549|A375|BICR6	43	15	HT29|BICR6|HS944T|PC3|ES2|A375|U251MG|KYSE30|AGS|MCF7|A549|KELLY|HCC1806|SNU761|YAPC	7	6	ES2|AGS|A375|MCF7|BICR6|SNU761
